ID;C_G;Licence_plate;Category;Color;Trajectory_start;Trajectory_end;Average_ speed_kpxh;Minimum_speed_kpxh;Maximum_speed_kpxh;Section_speed_kmh;Duration_of_occurrence_s;Stationary_duration_s
858933;C115_G2;;car;red;1665278146640;1665278146840;284.84;284.84;284.84;;0.20;0.00
859112;C115_G2;;car;black;1665278996940;1665278997160;280.63;280.63;280.63;;0.22;0.00
859126;C115_G2;;car;red;1665279099640;1665279099800;274.07;274.07;274.07;;0.16;0.00
859270;C115_G2;;car;red;1665279845480;1665279846060;220.04;212.05;227.03;;0.58;0.00
859707;C115_G2;;car;red;1665282535160;1665282535580;286.33;279.46;311.50;;0.28;0.00
859711;C115_G2;;bus;blue;1665282703240;1665282703740;339.34;303.94;389.73;;0.50;0.20
861932;C115_G2;;car;red;1665291257240;1665291259020;106.26;87.19;172.75;;1.34;0.83
862197;C115_G2;;car;silver;1665291975520;1665291975760;704.14;701.73;708.15;;0.16;0.00
862328;C115_G2;;car;blue;1665292324480;1665292324920;192.31;192.31;192.31;;0.44;0.44
862670;C115_G2;;bus;blue;1665293271280;1665293271720;279.45;279.03;279.93;;0.30;0.30
864086;C115_G2;;bus;undefined;1665297367670;1665297367940;290.84;290.84;290.84;;0.27;0.27
866105;C115_G2;;bus;white;1665300856240;1665300856840;240.73;238.91;242.55;;0.60;0.60
867441;C115_G2;;car;white;1665302238460;1665302238820;194.68;194.68;194.68;;0.36;0.00
870771;C115_G2;;car;silver;1665305019580;1665305020100;355.76;352.29;357.22;;0.52;0.00
875150;C115_G2;;car;black;1665307459680;1665307460240;262.48;255.98;274.42;;0.34;0.00
888920;C115_G2;;car;silver;1665313896320;1665313901900;22.48;17.81;36.69;;5.58;5.58
889147;C115_G2;;car;black;1665313988020;1665313988740;217.22;216.65;218.27;;0.72;0.00
897385;C115_G2;;bus;white;1665317480260;1665317481060;94.16;94.16;94.16;;0.80;0.80
904109;C115_G2;;car;black;1665321828900;1665321829270;176.36;176.36;176.36;;0.37;0.37
905409;C115_G2;;bus;white;1665322752380;1665322754000;206.30;206.30;206.30;;1.62;1.62
917150;C115_G2;;car;white;1665327993000;1665327994280;129.45;123.49;136.21;;1.28;1.28
924266;C115_G2;;car;black;1665331702380;1665331702880;315.48;315.48;315.48;;0.30;0.00
924926;C115_G2;;car;red;1665332134140;1665332134560;516.53;497.81;543.28;;0.34;0.00
928968;C115_G2;;car;black;1665334345580;1665334345700;543.83;543.83;543.83;;0.12;0.00
934280;C115_G2;;car;black;1665337826580;1665337826940;582.24;573.73;617.87;;0.32;0.00
939865;C115_G2;;car;blue;1665341909440;1665341909460;493.98;493.98;493.98;;0.02;0.00
1390096;C115_G2;;car;undefined;1665891787520;1665891788000;283.44;277.88;355.68;;0.28;0.00
1391561;C115_G2;;car;red;1665893316020;1665893316040;396.35;396.35;396.35;;0.02;0.00
1391813;C115_G2;;car;undefined;1665893441420;1665893441740;261.78;261.78;261.78;;0.32;0.00
1391925;C115_G2;;car;black;1665893562240;1665893562680;356.52;330.06;429.27;;0.30;0.00
1392236;C115_G2;;car;silver;1665893771140;1665893771340;408.52;408.52;408.52;;0.20;0.00
1392494;C115_G2;;car;black;1665893927820;1665893928240;319.92;306.83;329.73;;0.42;0.00
1393084;C115_G2;;car;yellow;1665894716420;1665894716760;146.69;140.12;153.69;;0.34;0.14
1393115;C115_G2;;car;black;1665894850240;1665894850380;369.68;369.68;369.68;;0.14;0.00
1393908;C115_G2;;car;yellow;1665896496920;1665896497440;425.51;394.17;582.21;;0.24;0.00
1394134;C115_G2;;car;blue;1665896942260;1665896942680;435.18;426.45;509.42;;0.38;0.00
1394480;C115_G2;;car;red;1665897225040;1665897225400;434.96;405.66;481.01;;0.36;0.00
1394980;C115_G2;;car;red;1665897603740;1665897604160;344.16;317.00;380.36;;0.42;0.00
1395234;C115_G2;;car;red;1665897840360;1665897840800;312.71;307.39;376.61;;0.26;0.00
1396654;C115_G2;;car;white;1665898996480;1665898997160;236.88;236.88;236.88;;0.68;0.00
1396660;C115_G2;;bus;yellow;1665899001060;1665899001080;439.10;439.10;439.10;;0.02;0.00
1396716;C115_G2;;car;silver;1665899095700;1665899096020;538.83;496.81;577.12;;0.32;0.00
1396879;C115_G2;;car;silver;1665899327580;1665899328000;422.90;396.93;480.70;;0.42;0.00
1397150;C115_G2;;car;white;1665899688420;1665899688800;408.19;377.98;468.59;;0.30;0.00
1397236;C115_G2;;car;black;1665899786240;1665899786460;299.80;299.80;299.80;;0.22;0.00
1397635;C115_G2;;car;black;1665900134980;1665900135060;402.48;402.48;402.48;;0.08;0.00
1397991;C115_G2;;car;blue;1665900349100;1665900349540;426.64;406.51;487.05;;0.40;0.00
1398325;C115_G2;;car;blue;1665900524540;1665900525000;215.77;204.98;287.66;;0.46;0.00
1398638;C115_G2;;car;blue;1665900871900;1665900872380;472.70;422.19;537.12;;0.48;0.00
1398649;C115_G2;;car;blue;1665900897340;1665900897360;314.74;314.74;314.74;;0.02;0.00
1398757;C115_G2;;car;blue;1665901140320;1665901140860;332.14;317.47;387.15;;0.38;0.00
1398925;C115_G2;;car;black;1665901507340;1665901507980;348.92;308.42;470.43;;0.64;0.00
1399234;C115_G2;;bus;black;1665902055340;1665902056280;262.43;259.95;356.48;;0.78;0.00
1399351;C115_G2;;car;silver;1665902451420;1665902451740;471.62;458.37;524.60;;0.20;0.00
1399355;C115_G2;;car;white;1665902496620;1665902496680;426.01;426.01;426.01;;0.06;0.00
1399498;C115_G2;;car;silver;1665902819940;1665902820540;295.91;280.46;315.23;;0.54;0.00
1399504;C115_G2;;car;red;1665902822980;1665902823380;396.92;383.69;433.31;;0.30;0.00
1399873;C115_G2;;car;black;1665903291880;1665903292220;455.96;410.54;484.10;;0.34;0.00
1401396;C115_G2;;bus;white;1665904279000;1665904280230;70.33;70.33;70.33;;1.23;1.23
1401467;C115_G2;;car;black;1665904301700;1665904302100;382.93;350.04;403.25;;0.40;0.00
1402187;C115_G2;;car;silver;1665904616400;1665904616540;275.06;275.06;275.06;;0.14;0.00
1403473;C115_G2;;car;white;1665905202380;1665905202720;470.09;418.93;506.83;;0.34;0.00
1403787;C115_G2;;car;red;1665905360520;1665905360720;402.99;402.99;402.99;;0.20;0.00
1403845;C115_G2;;heavy;black;1665905400040;1665905400540;320.02;308.11;336.45;;0.50;0.00
1404036;C115_G2;;car;silver;1665905476100;1665905476560;360.35;338.84;383.81;;0.46;0.00
