ID;;C_G;Licence_plate;Category;Color;Trajectory_start;Trajectory_end;Average_ speed_kpxh;Minimum_speed_kpxh;Maximum_speed_kpxh;Section_speed_kmh;Duration_of_occurrence_s;Stationary_duration_s;;
802819;155;C115_G1;;car;black;1665251728900;1665251728960;363.90;363.90;363.90;;0.06;0.00;;
803056;237;C115_G1;;car;silver;1665251761300;1665251761460;586.78;574.68;606.95;;0.16;0.00;;
803212;156;C115_G1;;car;black;1665251784940;1665251785060;442.08;442.08;442.08;;0.12;0.00;;
803296;84;C115_G1;;car;black;1665251796300;1665251796460;434.38;434.38;434.38;;0.16;0.00;;
803478;182;C115_G1;;car;black;1665251828440;1665251828660;493.44;488.26;499.65;;0.22;0.00;;
803617;139;C115_G1;;car;black;1665251860780;1665251860820;353.90;353.90;353.90;;0.04;0.00;;
804628;1011;C115_G1;;light;white;1665252015740;1665252015820;499.04;495.40;509.99;;0.08;0.00;;
804704;76;C115_G1;;car;black;1665252026400;1665252026440;450.60;450.60;450.60;;0.04;0.00;;
805036;332;C115_G1;;car;silver;1665252074360;1665252074420;409.92;409.92;409.92;;0.06;0.00;;
805136;100;C115_G1;;car;silver;1665252095780;1665252095980;488.69;488.69;488.69;;0.20;0.00;;
805210;74;C115_G1;;car;white;1665252114380;1665252114580;462.01;454.58;466.97;;0.20;0.00;;
807118;1908;C115_G1;;car;silver;1665252582740;1665252582960;402.58;402.58;402.58;;0.22;0.00;;
807176;58;C115_G1;;car;black;1665252598280;1665252598460;579.52;568.35;582.71;;0.18;0.00;;
807740;564;C115_G1;;car;silver;1665252735240;1665252735440;321.31;321.31;321.31;;0.20;0.00;;
808070;330;C115_G1;;car;silver;1665252808900;1665252809120;482.55;482.55;482.55;;0.22;0.00;;
808411;341;C115_G1;;car;black;1665252906000;1665252906120;353.71;353.71;353.71;;0.12;0.00;;
809187;776;C115_G1;;car;blue;1665253087460;1665253087580;669.04;669.04;669.04;;0.12;0.00;;
809239;52;C115_G1;;car;red;1665253102120;1665253102240;509.54;509.54;509.54;;0.12;0.00;;
809379;140;C115_G1;;car;blue;1665253138220;1665253138320;353.29;353.19;353.31;;0.10;0.00;;
809609;230;C115_G1;;car;red;1665253172580;1665253172680;387.40;387.40;387.40;;0.10;0.00;;
809672;63;C115_G1;;car;silver;1665253178000;1665253178140;505.64;503.97;515.66;;0.14;0.00;;
810087;415;C115_G1;;car;blue;1665253262060;1665253262100;471.53;471.53;471.53;;0.04;0.00;;
810260;173;C115_G1;;car;red;1665253314500;1665253314680;522.84;521.84;523.35;;0.18;0.00;;
810460;200;C115_G1;;car;blue;1665253360720;1665253360860;473.98;469.38;485.47;;0.14;0.00;;
810903;443;C115_G1;;car;silver;1665253444320;1665253444480;462.90;461.06;465.95;;0.16;0.00;;
811024;121;C115_G1;;car;blue;1665253471660;1665253471860;467.91;444.82;470.47;;0.20;0.00;;
811076;52;C115_G1;;car;blue;1665253488140;1665253488260;425.97;411.91;428.79;;0.12;0.00;;
811098;22;C115_G1;;car;black;1665253493580;1665253493700;496.10;495.29;500.14;;0.12;0.00;;
811119;21;C115_G1;;car;black;1665253499260;1665253499300;429.66;429.66;429.66;;0.04;0.00;;
811211;92;C115_G1;;car;black;1665253521720;1665253521760;400.37;400.37;400.37;;0.04;0.00;;
811217;6;C115_G1;;car;silver;1665253523760;1665253523920;363.57;363.57;363.57;;0.16;0.00;;
811645;428;C115_G1;;car;red;1665253628460;1665253628680;340.51;336.92;350.09;;0.22;0.00;;
811833;188;C115_G1;;car;black;1665253689180;1665253689320;426.92;426.92;426.92;;0.14;0.00;;
811879;46;C115_G1;;car;silver;1665253703400;1665253703460;466.82;466.82;466.82;;0.06;0.00;;
812388;509;C115_G1;;car;black;1665253829420;1665253829540;666.02;661.52;688.50;;0.12;0.00;;
812455;67;C115_G1;;car;silver;1665253855600;1665253855700;713.76;707.90;737.16;;0.10;0.00;;
812525;70;C115_G1;;car;red;1665253876320;1665253876500;480.18;479.51;480.37;;0.18;0.00;;
812762;237;C115_G1;;car;white;1665253926180;1665253926340;421.56;421.56;421.56;;0.16;0.00;;
812824;62;C115_G1;;car;silver;1665253940120;1665253940340;397.60;396.26;411.05;;0.22;0.00;;
812841;17;C115_G1;;car;white;1665253942440;1665253942580;435.95;435.95;435.95;;0.14;0.00;;
812855;14;C115_G1;;car;silver;1665253944960;1665253944980;409.20;409.20;409.20;;0.02;0.00;;
813047;192;C115_G1;;car;silver;1665253990180;1665253990260;401.32;401.32;401.32;;0.08;0.00;;
813359;312;C115_G1;;car;blue;1665254069300;1665254069380;446.64;445.24;447.11;;0.08;0.00;;
813782;423;C115_G1;;light;yellow;1665254171900;1665254172000;491.67;491.67;491.67;;0.10;0.00;;
813824;42;C115_G1;;car;red;1665254169860;1665254169940;409.92;409.92;409.92;;0.08;0.00;;
813886;62;C115_G1;;car;red;1665254182160;1665254182240;389.27;389.27;389.27;;0.08;0.00;;
814136;250;C115_G1;;car;black;1665254234080;1665254234200;449.22;449.22;449.22;;0.12;0.00;;
814191;55;C115_G1;;car;yellow;1665254252160;1665254252180;437.36;437.36;437.36;;0.02;0.00;;
814328;137;C115_G1;;car;silver;1665254269820;1665254270080;241.94;239.93;266.06;;0.26;0.00;;
814696;368;C115_G1;;car;black;1665254347380;1665254347400;446.02;446.02;446.02;;0.02;0.00;;
814942;246;C115_G1;;car;undefined;1665254401200;1665254401320;480.31;480.31;480.31;;0.12;0.00;;
814991;49;C115_G1;;car;red;1665254407380;1665254407520;498.19;498.19;498.19;;0.14;0.00;;
815477;486;C115_G1;;car;silver;1665254498640;1665254498740;503.60;503.60;503.60;;0.10;0.00;;
816437;960;C115_G1;;car;silver;1665254677580;1665254677740;467.18;465.96;475.70;;0.16;0.00;;
817386;949;C115_G1;;car;black;1665254871300;1665254871480;439.02;439.02;439.02;;0.18;0.00;;
817479;93;C115_G1;;car;red;1665254902000;1665254902120;293.11;293.11;293.11;;0.12;0.00;;
817795;316;C115_G1;;car;silver;1665254945300;1665254945320;530.40;530.40;530.40;;0.02;0.00;;
818328;533;C115_G1;;car;black;1665255033200;1665255033260;451.90;451.90;451.90;;0.06;0.00;;
818533;205;C115_G1;;car;blue;1665255058040;1665255058200;509.44;509.44;509.44;;0.16;0.00;;
818954;421;C115_G1;;car;silver;1665255158360;1665255158400;534.95;534.95;534.95;;0.04;0.00;;
819566;612;C115_G1;;car;blue;1665255284080;1665255284220;426.37;418.04;429.70;;0.14;0.00;;
820089;523;C115_G1;;car;silver;1665255384660;1665255384820;343.57;343.57;343.57;;0.16;0.00;;
820434;345;C115_G1;;car;blue;1665255472340;1665255472480;365.41;363.29;366.27;;0.14;0.00;;
821128;694;C115_G1;;car;red;1665255632040;1665255632080;529.10;529.10;529.10;;0.04;0.00;;
821324;196;C115_G1;;car;silver;1665255669880;1665255670060;423.97;423.97;423.97;;0.18;0.00;;
821534;210;C115_G1;;car;red;1665255725400;1665255725560;523.28;521.35;529.06;;0.16;0.00;;
821972;438;C115_G1;;car;white;1665255790140;1665255790220;303.95;303.95;303.95;;0.08;0.00;;
822505;533;C115_G1;;car;silver;1665255859980;1665255860100;578.21;578.21;578.21;;0.12;0.00;;
822876;371;C115_G1;;car;red;1665255919540;1665255919720;370.10;367.86;372.90;;0.18;0.00;;
822886;10;C115_G1;;car;blue;1665255921700;1665255921920;501.76;493.77;523.07;;0.22;0.00;;
822952;66;C115_G1;;car;red;1665255930520;1665255930600;503.33;503.33;503.33;;0.08;0.00;;
823082;130;C115_G1;;car;silver;1665255956100;1665255956260;528.42;516.29;535.70;;0.16;0.00;;
823185;103;C115_G1;;car;blue;1665255979440;1665255979460;443.82;443.82;443.82;;0.02;0.00;;
823374;189;C115_G1;;car;black;1665256011300;1665256011480;441.63;441.63;441.63;;0.18;0.00;;
823744;370;C115_G1;;car;blue;1665256080220;1665256080360;417.59;417.59;417.59;;0.14;0.00;;
823764;20;C115_G1;;car;red;1665256084760;1665256084780;398.77;398.77;398.77;;0.02;0.00;;
823803;39;C115_G1;;motorcycle;undefined;1665256088180;1665256088460;487.08;470.71;516.54;;0.28;0.00;;
824395;592;C115_G1;;car;white;1665256215660;1665256216120;160.77;159.18;177.51;;0.46;0.00;;
824524;129;C115_G1;;car;silver;1665256240220;1665256240320;566.62;555.30;583.60;;0.10;0.00;;
824977;453;C115_G1;;car;red;1665256351080;1665256351400;381.06;370.30;413.33;;0.32;0.00;;
825205;228;C115_G1;;car;blue;1665256406020;1665256406300;313.62;313.62;313.62;;0.28;0.00;;
825211;6;C115_G1;;motorcycle;blue;1665256406800;1665256407060;421.97;414.74;461.72;;0.26;0.00;;
825451;240;C115_G1;;car;blue;1665256460580;1665256460860;335.80;327.90;338.96;;0.28;0.00;;
825465;14;C115_G1;;car;red;1665256463200;1665256463400;359.04;357.79;364.04;;0.20;0.00;;
825525;60;C115_G1;;car;red;1665256481660;1665256481740;421.50;421.50;421.50;;0.08;0.00;;
825763;238;C115_G1;;car;white;1665256552080;1665256552160;555.13;555.13;555.13;;0.08;0.00;;
825910;147;C115_G1;;car;blue;1665256589440;1665256589540;386.46;386.46;386.46;;0.10;0.00;;
825915;5;C115_G1;;car;red;1665256591840;1665256591940;308.89;308.89;308.89;;0.10;0.00;;
826180;265;C115_G1;;car;blue;1665256652160;1665256652380;278.48;278.48;278.48;;0.22;0.00;;
826390;210;C115_G1;;car;silver;1665256696260;1665256696420;370.71;370.71;370.71;;0.16;0.00;;
826525;135;C115_G1;;car;white;1665256718500;1665256718660;458.54;458.54;458.54;;0.16;0.00;;
826567;42;C115_G1;;car;red;1665256724580;1665256724740;537.78;537.78;537.78;;0.16;0.00;;
826993;426;C115_G1;;car;silver;1665256810900;1665256811360;110.27;86.53;112.53;;0.46;0.04;;
827049;56;C115_G1;;car;blue;1665256818580;1665256819390;104.36;104.36;104.36;;0.81;0.81;;
827645;596;C115_G1;;car;silver;1665256968720;1665256969140;304.67;295.91;309.05;;0.42;0.00;;
827810;165;C115_G1;;car;red;1665257020860;1665257021000;427.29;421.38;435.17;;0.14;0.00;;
827813;3;C115_G1;;car;red;1665257024180;1665257024300;360.36;360.36;360.36;;0.12;0.00;;
828066;253;C115_G1;;car;undefined;1665257108080;1665257108280;330.71;330.71;330.71;;0.20;0.00;;
828083;17;C115_G1;;car;red;1665257113920;1665257114100;263.22;263.22;263.22;;0.18;0.00;;
828133;50;C115_G1;;car;blue;1665257125840;1665257125980;445.43;445.43;445.43;;0.14;0.00;;
828270;137;C115_G1;;car;silver;1665257156600;1665257156640;318.84;318.84;318.84;;0.04;0.00;;
828334;64;C115_G1;;car;blue;1665257169840;1665257170040;393.63;393.63;393.63;;0.20;0.00;;
828344;10;C115_G1;;car;silver;1665257172280;1665257172440;474.53;474.53;474.53;;0.16;0.00;;
828394;50;C115_G1;;car;silver;1665257187160;1665257187280;438.25;438.25;438.25;;0.12;0.00;;
828430;36;C115_G1;;car;blue;1665257197120;1665257197420;417.74;417.74;417.74;;0.30;0.00;;
828434;4;C115_G1;;car;silver;1665257199860;1665257200060;415.90;398.35;423.42;;0.20;0.00;;
828758;324;C115_G1;;car;blue;1665257299880;1665257299900;371.49;371.49;371.49;;0.02;0.00;;
828767;9;C115_G1;;car;blue;1665257303660;1665257303860;360.16;360.16;360.16;;0.20;0.00;;
828775;8;C115_G1;;car;blue;1665257306580;1665257306820;309.72;309.72;309.72;;0.24;0.00;;
828915;140;C115_G1;;motorcycle;undefined;1665257344000;1665257344180;489.00;489.00;489.00;;0.18;0.00;;
829136;221;C115_G1;;car;red;1665257405100;1665257405240;647.57;642.52;677.87;;0.14;0.00;;
829290;154;C115_G1;;car;silver;1665257453280;1665257453400;421.80;421.80;421.80;;0.12;0.00;;
829591;301;C115_G1;;car;blue;1665257535820;1665257545720;320.63;310.03;363.02;;0.20;0.00;;
830337;746;C115_G1;;car;black;1665257674340;1665257674460;506.44;506.44;506.44;;0.12;0.00;;
830359;22;C115_G1;;car;silver;1665257684400;1665257684560;296.53;296.53;296.53;;0.16;0.00;;
830430;71;C115_G1;;motorcycle;undefined;1665257702720;1665257702740;387.03;387.03;387.03;;0.02;0.00;;
830538;108;C115_G1;;car;silver;1665257739260;1665257739400;601.87;601.87;601.87;;0.14;0.00;;
830688;150;C115_G1;;car;blue;1665257798980;1665257799140;523.49;506.88;525.86;;0.16;0.00;;
830921;233;C115_G1;;car;silver;1665257900560;1665257900680;366.10;366.10;366.10;;0.12;0.00;;
830927;6;C115_G1;;car;black;1665257902420;1665257902660;438.87;436.84;461.17;;0.24;0.00;;
830940;13;C115_G1;;car;blue;1665257907320;1665257907500;419.33;419.33;419.33;;0.18;0.00;;
831036;96;C115_G1;;car;black;1665257929940;1665257930200;284.21;284.21;284.21;;0.26;0.00;;
831049;13;C115_G1;;car;silver;1665257935100;1665257935320;346.76;346.76;346.76;;0.22;0.00;;
831066;17;C115_G1;;car;silver;1665257939580;1665257939760;509.98;478.98;525.48;;0.18;0.00;;
831119;53;C115_G1;;car;red;1665257960960;1665257961100;328.66;328.66;328.66;;0.14;0.00;;
831185;66;C115_G1;;car;red;1665257978360;1665257978420;352.55;352.55;352.55;;0.06;0.00;;
831226;41;C115_G1;;car;white;1665257989140;1665257989320;549.73;529.01;575.62;;0.18;0.00;;
831249;23;C115_G1;;car;red;1665257994040;1665257994220;476.72;460.44;497.07;;0.18;0.00;;
831384;135;C115_G1;;car;silver;1665258028000;1665258028080;524.63;524.63;524.63;;0.08;0.00;;
831552;168;C115_G1;;car;blue;1665258087040;1665258087300;362.59;352.95;368.61;;0.26;0.00;;
831782;230;C115_G1;;car;silver;1665258144340;1665258144520;457.72;457.72;457.72;;0.18;0.00;;
831842;60;C115_G1;;car;blue;1665258157640;1665258157700;398.01;398.01;398.01;;0.06;0.00;;
831923;81;C115_G1;;car;silver;1665258169640;1665258169660;339.90;339.90;339.90;;0.02;0.00;;
832394;471;C115_G1;;car;white;1665258263140;1665258263240;366.67;366.67;366.67;;0.10;0.00;;
832429;35;C115_G1;;car;blue;1665258271320;1665258271540;408.22;395.47;411.05;;0.22;0.00;;
832443;14;C115_G1;;car;silver;1665258274460;1665258274640;292.72;292.72;292.72;;0.18;0.00;;
832463;20;C115_G1;;car;silver;1665258277880;1665258278060;658.24;634.08;665.14;;0.18;0.00;;
832518;55;C115_G1;;car;black;1665258288440;1665258288780;548.73;548.73;548.73;;0.34;0.00;;
832520;2;C115_G1;;car;silver;1665258290740;1665258290860;416.64;416.64;416.64;;0.12;0.00;;
832645;125;C115_G1;;car;black;1665258326120;1665258326360;324.03;317.27;324.65;;0.24;0.00;;
832885;240;C115_G1;;car;blue;1665258391660;1665258391860;345.39;345.39;345.39;;0.20;0.00;;
832891;6;C115_G1;;car;yellow;1665258394420;1665258394620;364.72;364.72;364.72;;0.20;0.00;;
833048;157;C115_G1;;car;silver;1665258431940;1665258432140;443.67;443.67;443.67;;0.20;0.00;;
833111;63;C115_G1;;car;silver;1665258450960;1665258451020;415.89;415.89;415.89;;0.06;0.00;;
833262;151;C115_G1;;motorcycle;undefined;1665258480880;1665258480960;507.18;507.18;507.18;;0.08;0.00;;
833372;110;C115_G1;;car;silver;1665258510240;1665258510380;427.26;413.77;445.25;;0.14;0.00;;
833682;310;C115_G1;;car;silver;1665258600700;1665258600900;432.47;422.63;439.03;;0.20;0.00;;
833727;45;C115_G1;;car;red;1665258615100;1665258615260;344.10;344.10;344.10;;0.16;0.00;;
834188;461;C115_G1;;car;silver;1665258749120;1665258749160;360.34;360.34;360.34;;0.04;0.00;;
834310;122;C115_G1;;car;black;1665258780080;1665258780100;450.67;450.67;450.67;;0.02;0.00;;
834972;662;C115_G1;;car;black;1665258985120;1665258985380;570.94;544.38;613.42;;0.26;0.00;;
835253;281;C115_G1;;bus;blue;1665259079320;1665259079690;301.13;293.84;310.70;;0.37;0.21;;
835297;44;C115_G1;;car;red;1665259095140;1665259095200;637.86;637.86;637.86;;0.06;0.00;;
835360;63;C115_G1;;car;red;1665259113960;1665259114180;431.54;419.57;445.89;;0.22;0.00;;
835543;183;C115_G1;;car;red;1665259162000;1665259162220;390.92;387.27;407.38;;0.22;0.00;;
835851;308;C115_G1;;car;red;1665259294440;1665259294620;512.81;480.54;522.03;;0.18;0.00;;
835887;36;C115_G1;;car;red;1665259315860;1665259316100;336.65;309.14;342.15;;0.24;0.00;;
835909;22;C115_G1;;car;blue;1665259321200;1665259321240;264.54;264.54;264.54;;0.04;0.00;;
836423;514;C115_G1;;car;red;1665259546260;1665259546340;492.30;492.30;492.30;;0.08;0.00;;
836503;80;C115_G1;;car;blue;1665259571920;1665259572120;374.68;374.68;374.68;;0.20;0.00;;
836542;39;C115_G1;;car;silver;1665259592420;1665259592500;295.70;295.70;295.70;;0.08;0.00;;
836564;22;C115_G1;;car;red;1665259603480;1665259603660;423.75;423.75;423.75;;0.18;0.00;;
836635;71;C115_G1;;car;blue;1665259632000;1665259632080;342.61;342.61;342.61;;0.08;0.00;;
836641;6;C115_G1;;car;blue;1665259634420;1665259634440;348.28;348.28;348.28;;0.02;0.00;;
837050;409;C115_G1;;car;blue;1665259831400;1665259831540;577.22;577.22;577.22;;0.14;0.00;;
837264;214;C115_G1;;car;white;1665259907040;1665259907300;299.46;299.46;299.46;;0.26;0.00;;
837325;61;C115_G1;;car;black;1665259930040;1665259930220;357.00;350.86;358.76;;0.18;0.00;;
837430;105;C115_G1;;car;blue;1665259975900;1665259976100;365.77;365.77;365.77;;0.20;0.00;;
837593;163;C115_G1;;car;red;1665260040080;1665260040200;678.26;678.26;678.26;;0.12;0.00;;
837857;264;C115_G1;;car;blue;1665260151920;1665260152100;411.91;408.23;424.81;;0.18;0.00;;
837957;100;C115_G1;;car;black;1665260187340;1665260187500;569.73;566.49;579.44;;0.16;0.00;;
837964;7;C115_G1;;car;blue;1665260191620;1665260191680;321.42;321.42;321.42;;0.06;0.00;;
838360;396;C115_G1;;car;blue;1665260327500;1665260327700;324.07;324.07;324.07;;0.20;0.00;;
838384;24;C115_G1;;car;blue;1665260333300;1665260333440;517.38;517.38;517.38;;0.14;0.00;;
838513;129;C115_G1;;car;black;1665260392220;1665260392420;417.83;417.83;417.83;;0.20;0.00;;
838586;73;C115_G1;;car;blue;1665260410380;1665260410440;524.04;524.04;524.04;;0.06;0.00;;
838701;115;C115_G1;;motorcycle;undefined;1665260445880;1665260445920;612.25;612.25;612.25;;0.04;0.00;;
838898;197;C115_G1;;car;silver;1665260500760;1665260500900;517.27;511.06;554.59;;0.14;0.00;;
838986;88;C115_G1;;car;blue;1665260539740;1665260539860;461.27;461.27;461.27;;0.12;0.00;;
839144;158;C115_G1;;motorcycle;undefined;1665260605280;1665260605580;384.62;377.00;399.86;;0.30;0.00;;
839293;149;C115_G1;;bus;blue;1665260672960;1665260673610;250.98;250.98;250.98;;0.65;0.65;;
839300;7;C115_G1;;car;red;1665260676440;1665260676740;288.50;287.89;297.08;;0.30;0.00;;
839320;20;C115_G1;;car;black;1665260682760;1665260682920;322.06;322.06;322.06;;0.16;0.00;;
839401;81;C115_G1;;car;white;1665260711080;1665260711180;740.91;711.53;760.50;;0.10;0.00;;
839518;117;C115_G1;;car;blue;1665260762520;1665260762680;438.19;419.44;440.87;;0.16;0.00;;
839958;440;C115_G1;;motorcycle;undefined;1665260929840;1665260930000;659.57;657.24;675.90;;0.16;0.00;;
839961;3;C115_G1;;car;red;1665260932520;1665260932600;353.33;353.33;353.33;;0.08;0.00;;
839966;5;C115_G1;;car;blue;1665260934620;1665260934800;368.09;363.62;377.02;;0.18;0.00;;
840012;46;C115_G1;;car;red;1665260948220;1665260948480;404.67;404.67;404.67;;0.26;0.00;;
840023;11;C115_G1;;car;white;1665260952920;1665260953020;631.28;631.28;631.28;;0.10;0.00;;
840038;15;C115_G1;;car;silver;1665260960240;1665260960440;515.05;511.90;543.39;;0.20;0.00;;
840094;56;C115_G1;;car;silver;1665260984040;1665260984180;540.20;522.89;547.12;;0.14;0.00;;
840116;22;C115_G1;;car;white;1665261000120;1665261000280;549.16;513.66;554.23;;0.16;0.00;;
840151;35;C115_G1;;car;silver;1665261022780;1665261022800;401.05;401.05;401.05;;0.02;0.00;;
840251;100;C115_G1;;car;white;1665261065760;1665261065880;526.08;526.08;526.08;;0.12;0.00;;
840268;17;C115_G1;;car;white;1665261077340;1665261077460;532.52;508.36;537.35;;0.12;0.00;;
840273;5;C115_G1;;car;black;1665261079220;1665261079260;517.89;517.89;517.89;;0.04;0.00;;
840333;60;C115_G1;;car;silver;1665261110700;1665261110840;595.78;588.13;641.67;;0.14;0.00;;
840351;18;C115_G1;;car;blue;1665261122340;1665261122360;394.51;394.51;394.51;;0.02;0.00;;
840467;116;C115_G1;;car;white;1665261182900;1665261183000;440.60;440.60;440.60;;0.10;0.00;;
840494;27;C115_G1;;car;blue;1665261194560;1665261194760;461.34;461.34;461.34;;0.20;0.00;;
840900;406;C115_G1;;car;red;1665261400380;1665261400480;768.34;768.34;768.34;;0.10;0.00;;
841123;223;C115_G1;;car;blue;1665261475620;1665261475860;344.81;323.35;360.13;;0.24;0.00;;
841541;418;C115_G1;;car;blue;1665261649640;1665261649680;586.86;586.86;586.86;;0.04;0.00;;
841680;139;C115_G1;;car;red;1665261699320;1665261699400;573.28;573.28;573.28;;0.08;0.00;;
841693;13;C115_G1;;car;red;1665261710100;1665261710260;540.52;540.52;540.52;;0.16;0.00;;
841792;99;C115_G1;;car;blue;1665261745800;1665261745940;621.57;621.57;621.57;;0.14;0.00;;
841977;185;C115_G1;;car;blue;1665261807480;1665261808120;355.78;354.32;400.99;;0.64;0.00;;
841984;7;C115_G1;;car;blue;1665261811020;1665261811160;488.27;477.23;503.00;;0.14;0.00;;
842014;30;C115_G1;;car;blue;1665261824960;1665261825140;407.08;407.08;407.08;;0.18;0.00;;
842203;189;C115_G1;;car;red;1665261937380;1665261937400;344.19;344.19;344.19;;0.02;0.00;;
842287;84;C115_G1;;light;yellow;1665261988340;1665261988500;637.04;637.04;637.04;;0.16;0.00;;
842314;27;C115_G1;;car;black;1665261998080;1665261998200;450.89;450.89;450.89;;0.12;0.00;;
842428;114;C115_G1;;car;white;1665262035740;1665262035900;558.42;537.87;561.36;;0.16;0.00;;
842570;142;C115_G1;;car;red;1665262082120;1665262082200;325.13;325.13;325.13;;0.08;0.00;;
842587;17;C115_G1;;car;silver;1665262089060;1665262089240;418.68;418.68;418.68;;0.18;0.00;;
842690;103;C115_G1;;car;blue;1665262129380;1665262129520;555.09;555.09;555.09;;0.14;0.00;;
842711;21;C115_G1;;motorcycle;blue;1665262136800;1665262136900;546.86;546.86;546.86;;0.10;0.00;;
842728;17;C115_G1;;car;silver;1665262143880;1665262143900;380.24;380.24;380.24;;0.02;0.00;;
843181;453;C115_G1;;car;blue;1665262411140;1665262411380;332.15;332.15;332.15;;0.24;0.00;;
843230;49;C115_G1;;car;blue;1665262435500;1665262435660;463.39;463.39;463.39;;0.16;0.00;;
843269;39;C115_G1;;car;black;1665262456500;1665262456660;444.25;444.25;444.25;;0.16;0.00;;
843284;15;C115_G1;;car;silver;1665262469120;1665262469240;441.79;441.79;441.79;;0.12;0.00;;
843299;15;C115_G1;;car;silver;1665262482320;1665262482520;340.40;340.40;340.40;;0.20;0.00;;
843325;26;C115_G1;;car;silver;1665262506600;1665262506740;669.33;653.19;690.85;;0.14;0.00;;
843472;147;C115_G1;;car;black;1665262623140;1665262623280;550.71;544.57;566.06;;0.14;0.00;;
843615;143;C115_G1;;car;silver;1665262738300;1665262738400;522.90;522.90;522.90;;0.10;0.00;;
843617;2;C115_G1;;car;silver;1665262741920;1665262741980;651.21;651.21;651.21;;0.06;0.00;;
843656;39;C115_G1;;car;red;1665262761580;1665262761680;537.61;537.61;537.61;;0.10;0.00;;
843764;108;C115_G1;;car;silver;1665262796880;1665262797060;320.72;320.72;320.72;;0.18;0.00;;
843987;223;C115_G1;;car;blue;1665262903200;1665262903340;393.71;393.71;393.71;;0.14;0.00;;
843995;8;C115_G1;;car;blue;1665262908740;1665262908940;381.64;367.27;396.01;;0.20;0.00;;
844076;81;C115_G1;;car;blue;1665262939800;1665262939900;371.58;371.58;371.58;;0.10;0.00;;
844081;5;C115_G1;;car;white;1665262942720;1665262942820;453.65;453.65;453.65;;0.10;0.00;;
844152;71;C115_G1;;car;blue;1665262990600;1665262990740;486.71;486.71;486.71;;0.14;0.00;;
844197;45;C115_G1;;car;blue;1665263029040;1665263029320;556.29;549.93;572.21;;0.28;0.00;;
844199;2;C115_G1;;car;blue;1665263032860;1665263033040;423.33;423.33;423.33;;0.18;0.00;;
844209;10;C115_G1;;car;red;1665263041920;1665263042140;416.35;406.44;442.80;;0.22;0.00;;
844233;24;C115_G1;;car;blue;1665263062680;1665263062960;305.94;305.94;305.94;;0.28;0.00;;
844247;14;C115_G1;;car;blue;1665263067760;1665263067940;452.14;447.04;470.01;;0.18;0.00;;
844308;61;C115_G1;;car;blue;1665263106980;1665263107020;554.75;554.75;554.75;;0.04;0.00;;
844351;43;C115_G1;;car;blue;1665263128500;1665263128560;225.50;225.50;225.50;;0.06;0.00;;
844449;98;C115_G1;;car;blue;1665263196680;1665263196760;455.95;455.95;455.95;;0.08;0.00;;
844478;29;C115_G1;;car;black;1665263213020;1665263213240;483.55;471.78;490.28;;0.22;0.00;;
844597;119;C115_G1;;car;red;1665263283460;1665263283680;451.13;415.27;459.10;;0.22;0.00;;
844666;69;C115_G1;;car;black;1665263349900;1665263349940;538.59;538.59;538.59;;0.04;0.00;;
844712;46;C115_G1;;car;white;1665263395580;1665263395760;426.21;423.62;446.88;;0.18;0.00;;
844770;58;C115_G1;;car;black;1665263430560;1665263430660;479.47;479.47;479.47;;0.10;0.00;;
844846;76;C115_G1;;car;white;1665263467080;1665263467280;429.85;413.81;431.63;;0.20;0.00;;
844928;82;C115_G1;;car;red;1665263515800;1665263516020;504.65;487.38;519.03;;0.22;0.00;;
844974;46;C115_G1;;car;silver;1665263540700;1665263540720;487.70;487.70;487.70;;0.02;0.00;;
844985;11;C115_G1;;car;blue;1665263547640;1665263547860;469.93;469.93;469.93;;0.22;0.00;;
844997;12;C115_G1;;car;silver;1665263552040;1665263552140;514.30;514.30;514.30;;0.10;0.00;;
845454;457;C115_G1;;car;black;1665263746700;1665263746760;494.71;494.71;494.71;;0.06;0.00;;
845516;62;C115_G1;;car;blue;1665263768960;1665263769100;447.52;447.52;447.52;;0.14;0.00;;
845623;107;C115_G1;;car;red;1665263815080;1665263815220;521.04;506.47;523.47;;0.14;0.00;;
845660;37;C115_G1;;car;black;1665263831440;1665263831480;416.90;416.90;416.90;;0.04;0.00;;
845822;162;C115_G1;;car;silver;1665263912980;1665263913220;414.10;404.05;434.19;;0.24;0.00;;
845982;160;C115_G1;;car;black;1665264012440;1665264012480;628.49;628.49;628.49;;0.04;0.00;;
846343;361;C115_G1;;car;silver;1665264209020;1665264209040;498.11;498.11;498.11;;0.02;0.00;;
846403;60;C115_G1;;car;silver;1665264262660;1665264262840;669.38;661.01;698.67;;0.18;0.00;;
846572;169;C115_G1;;car;red;1665264345580;1665264345820;449.94;428.72;454.18;;0.24;0.00;;
847009;437;C115_G1;;car;black;1665264650340;1665264650500;353.40;353.40;353.40;;0.16;0.00;;
847018;9;C115_G1;;motorcycle;undefined;1665264652080;1665264652380;321.09;321.09;321.09;;0.30;0.00;;
847041;23;C115_G1;;car;silver;1665264708780;1665264708840;540.04;540.04;540.04;;0.06;0.00;;
847218;177;C115_G1;;car;black;1665264816920;1665264817140;316.05;289.03;322.05;;0.22;0.00;;
847493;275;C115_G1;;car;blue;1665264977000;1665264977200;552.48;529.35;555.05;;0.20;0.00;;
847700;207;C115_G1;;car;black;1665265114980;1665265115060;526.04;526.04;526.04;;0.08;0.00;;
