C_G;START_TIMESTAMP;END_TIMESTAMP;BICYCLE;BUS;CAR;HEAVY;LIGHT;MOTORCYCLE;DATA_VALIDITY_STATUS
C115_G4;1657205065620;1660525708740;104;803;34459;259;866;700;ok
C115_G4;1657205065620;1660525734600;104;803;34460;259;866;700;ok
C115_G4;1657205065620;1660526025180;104;803;34461;259;866;700;ok
C115_G4;1657205065620;1660526258560;104;803;34462;259;866;700;ok
C115_G4;1657205065620;1660526319300;104;803;34463;259;866;700;ok
C115_G4;1657205065620;1660526330500;104;803;34464;259;866;700;ok
C115_G4;1657205065620;1660526336460;104;803;34465;259;866;700;ok
C115_G4;1657205065620;1660526414260;104;803;34466;259;866;700;ok
C115_G4;1657205065620;1660526529960;104;804;34466;259;866;700;ok
C115_G4;1657205065620;1660526664920;104;804;34467;259;866;700;ok
C115_G4;1657205065620;1660526694520;104;804;34468;259;866;700;ok
C115_G4;1657205065620;1660526859340;104;804;34469;259;866;700;ok
C115_G4;1657205065620;1660526887140;104;804;34470;259;866;700;ok
C115_G4;1657205065620;1660526920360;104;804;34471;259;866;700;ok
C115_G4;1657205065620;1660526959680;104;805;34471;259;866;700;ok
C115_G4;1657205065620;1660527187100;104;805;34472;259;866;700;ok
C115_G4;1657205065620;1660527334100;104;805;34473;259;866;700;ok
C115_G4;1657205065620;1660527341780;104;805;34474;259;866;700;ok
C115_G4;1657205065620;1660527421120;104;805;34475;259;866;700;ok
C115_G4;1657205065620;1660527522980;104;805;34476;259;866;700;ok
C115_G4;1657205065620;1660527608140;104;805;34477;259;866;700;ok
C115_G4;1657205065620;1660527765580;104;805;34478;259;866;700;ok
C115_G4;1657205065620;1660527789040;104;805;34479;259;866;700;ok
C115_G4;1657205065620;1660527954160;104;805;34480;259;866;700;ok
C115_G4;1657205065620;1660528080300;104;805;34481;259;866;700;ok
C115_G4;1657205065620;1660528329300;104;805;34482;259;866;700;ok
C115_G4;1657205065620;1660528440680;104;805;34483;259;866;700;ok
C115_G4;1657205065620;1660528456300;104;805;34484;259;866;700;ok
C115_G4;1657205065620;1660528569540;104;805;34485;259;866;700;ok
C115_G4;1657205065620;1660528712620;104;805;34486;259;866;700;ok
C115_G4;1657205065620;1660528718260;104;805;34487;259;866;700;ok
C115_G4;1657205065620;1660529556780;104;805;34488;259;866;700;ok
