C_G;START_TIMESTAMP;END_TIMESTAMP;BICYCLE;BUS;CAR;HEAVY;LIGHT;MOTORCYCLE;DATA_VALIDITY_STATUS;=DATEVALUE(MID(A1,1,10))+TIMEVALUE(MID(A1,12,8));1661878800000;;;;;END_TIMESTAMP;;;
C115_G1;1657210000000;1662563362900;79;556;17077;178;572;317;ok;;;;;;;2022-09-16T07:38:02.860Z;1663313882000;750519100;8,686563657
C115_G1;1657210000000;1662563373780;79;556;17078;178;572;317;ok;;;;;;;2022-09-16T07:38:09.240Z;1663313889000;750515220;8,68651875
C115_G1;1657210000000;1662563383980;79;556;17079;178;572;317;ok;;;;;;;2022-09-16T07:38:09.700Z;1663313889000;750505020;8,686400694
C115_G1;1657210000000;1662563421040;79;556;17080;178;572;317;ok;;;;;;;2022-09-16T07:38:19.420Z;1663313899000;750477960;8,6860875
C115_G1;1657210000000;1662563427160;79;556;17081;178;572;317;ok;;;;;;;2022-09-16T07:40:26.020Z;1663314026000;750598840;8,687486574
C115_G1;1657210000000;1662563429540;79;556;17082;178;572;317;ok;;;;;;;2022-09-16T07:40:50.320Z;1663314050000;750620460;8,687736806
C115_G1;1657210000000;1662563458440;79;556;17083;178;572;317;ok;;;;;;;2022-09-16T07:41:07.240Z;1663314067000;750608560;8,687599074
C115_G1;1657210000000;1662563461840;79;556;17084;178;572;317;ok;;;;;;;2022-09-16T07:41:51.500Z;1663314111000;750649160;8,688068981
C115_G1;1657210000000;1662563463200;79;556;17085;178;572;317;ok;;;;;;;2022-09-16T07:41:57.220Z;1663314117000;750653800;8,688122685
C115_G1;1657210000000;1662563470000;79;556;17086;178;572;317;ok;;;;;;;2022-09-16T07:42:36.400Z;1663314156000;750686000;8,68849537
C115_G1;1657210000000;1662563515220;79;556;17087;178;572;317;ok;;;;;;;2022-09-16T07:42:39.240Z;1663314159000;750643780;8,688006713
C115_G1;1657210000000;1662563518620;79;556;17088;178;572;317;ok;;;;;;;2022-09-16T07:42:42.040Z;1663314162000;750643380;8,688002083
C115_G1;1657210000000;1662563523380;79;556;17089;178;572;317;ok;;;;;;;2022-09-16T07:44:00.080Z;1663314240000;750716620;8,688849769
C115_G1;1657210000000;1662563551600;79;556;17090;178;572;317;ok;;;;;;;2022-09-16T07:44:10.980Z;1663314250000;750698400;8,688638889
C115_G1;1657210000000;1662563553980;79;556;17091;178;572;317;ok;;;;;;;2022-09-16T07:44:11.420Z;1663314251000;750697020;8,688622917
C115_G1;1657210000000;1662563557720;79;556;17092;178;572;317;ok;;;;;;;2022-09-16T07:48:15.260Z;1663314495000;750937280;8,691403704
C115_G1;1657210000000;1662563573700;79;556;17093;178;572;317;ok;;;;;;;2022-09-16T07:48:53.880Z;1663314533000;750959300;8,691658565
C115_G1;1657210000000;1662563578800;79;556;17093;178;573;317;ok;;;;;;;2022-09-16T07:49:35.060Z;1663314575000;750996200;8,692085648
C115_G1;1657210000000;1662563592740;79;556;17094;178;573;317;ok;;;;;;;2022-09-16T07:49:40.040Z;1663314580000;750987260;8,691982176
C115_G1;1657210000000;1662563614840;79;556;17095;178;573;317;ok;;;;;;;2022-09-16T07:51:12.240Z;1663314672000;751057160;8,692791204
C115_G1;1657210000000;1662563638300;79;556;17096;178;573;317;ok;;;;;;;2022-09-16T07:52:01.660Z;1663314721000;751082700;8,693086806
C115_G1;1657210000000;1662563767840;79;556;17097;178;573;317;ok;;;;;;;2022-09-16T07:52:57.000Z;1663314777000;751009160;8,692235648
C115_G1;1657210000000;1662563789260;79;556;17098;178;573;317;ok;;;;;;;2022-09-16T07:54:01.560Z;1663314841000;751051740;8,692728472
C115_G1;1657210000000;1662563796400;79;557;17098;178;573;317;ok;;;;;;;2022-09-16T07:58:46.320Z;1663315126000;751329600;8,695944444
C115_G1;1657210000000;1662563799120;79;557;17099;178;573;317;ok;;;;;;;2022-09-16T07:59:26.280Z;1663315166000;751366880;8,696375926
C115_G1;1657210000000;1662563808300;79;557;17100;178;573;317;ok;;;;;;;2022-09-16T07:59:50.680Z;1663315190000;751381700;8,696547454
C115_G1;1657210000000;1662563809660;79;557;17101;178;573;317;ok;;;;;;;2022-09-16T08:02:58.440Z;1663315378000;751568340;8,698707639
C115_G1;1657210000000;1662563814080;79;557;17102;178;573;317;ok;;;;;;;2022-09-16T08:03:10.720Z;1663315390000;751575920;8,69879537
C115_G1;1657210000000;1662563861000;79;557;17103;178;573;317;ok;;;;;;;2022-09-16T08:04:53.880Z;1663315493000;751632000;8,699444444
C115_G1;1657210000000;1662563877660;79;557;17104;178;573;317;ok;;;;;;;2022-09-16T08:05:55.360Z;1663315555000;751677340;8,699969213
C115_G1;1657210000000;1662563931720;79;557;17105;178;573;317;ok;;;;;;;2022-09-16T08:06:06.000Z;1663315566000;751634280;8,699470833
C115_G1;1657210000000;1662563949400;79;557;17106;178;573;317;ok;;;;;;;2022-09-16T08:13:42.700Z;1663316022000;752072600;8,704543981
C115_G1;1657210000000;1662564005840;79;558;17106;178;573;317;ok;;;;;;;2022-09-16T08:15:31.220Z;1663316131000;752125160;8,705152315
C115_G1;1657210000000;1662564007880;79;558;17107;178;573;317;ok;;;;;;;2022-09-16T08:19:20.400Z;1663316360000;752352120;8,707779167
C115_G1;1657210000000;1662564011620;79;558;17108;178;573;317;ok;;;;;;;2022-09-16T08:21:09.680Z;1663316469000;752457380;8,708997454
C115_G1;1657210000000;1662564015360;79;558;17108;178;574;317;ok;;;;;;;2022-09-16T08:24:23.880Z;1663316663000;752647640;8,711199537
C115_G1;1657210000000;1662564039160;79;558;17109;178;574;317;ok;;;;;;;2022-09-16T08:26:16.040Z;1663316776000;752736840;8,712231944
C115_G1;1657210000000;1662564041200;79;558;17110;178;574;317;ok;;;;;;;2022-09-16T08:26:57.000Z;1663316817000;752775800;8,71268287
C115_G1;1657210000000;1662564083020;79;558;17111;178;574;317;ok;;;;;;;2022-09-16T08:27:01.160Z;1663316821000;752737980;8,712245139
C115_G1;1657210000000;1662564111240;79;558;17112;178;574;317;ok;;;;;;;2022-09-16T08:27:02.680Z;1663316822000;752710760;8,711930093
C115_G1;1657210000000;1662564115320;79;558;17113;178;574;317;ok;;;;;;;2022-09-16T08:27:23.800Z;1663316843000;752727680;8,712125926
C115_G1;1657210000000;1662564118040;79;558;17114;178;574;317;ok;;;;;;;2022-09-16T08:28:33.800Z;1663316913000;752794960;8,71290463
C115_G1;1657210000000;1662564121100;79;558;17115;178;574;317;ok;;;;;;;2022-09-16T08:32:44.540Z;1663317164000;753042900;8,715774306
C115_G1;1657210000000;1662564131660;79;558;17116;178;574;317;ok;;;;;;;2022-09-16T08:33:05.420Z;1663317185000;753053340;8,715895139
C115_G1;1657210000000;1662564140500;79;558;17117;178;574;317;ok;;;;;;;2022-09-16T08:34:27.100Z;1663317267000;753126500;8,716741898
C115_G1;1657210000000;1662564145260;79;558;17118;178;574;317;ok;;;;;;;2022-09-16T08:35:25.280Z;1663317325000;753179740;8,717358102
C115_G1;1657210000000;1662564147980;79;558;17119;178;574;317;ok;;;;;;;2022-09-16T08:36:28.500Z;1663317388000;753240020;8,718055787
C115_G1;1657210000000;1662564163960;79;558;17119;178;575;317;ok;;;;;;;2022-09-16T08:36:40.300Z;1663317400000;753236040;8,718009722
C115_G1;1657210000000;1662564170080;79;558;17120;178;575;317;ok;;;;;;;2022-09-16T08:36:42.080Z;1663317402000;753231920;8,717962037
C115_G1;1657210000000;1662564172120;79;558;17121;178;575;317;ok;;;;;;;2022-09-16T08:36:48.240Z;1663317408000;753235880;8,71800787
C115_G1;1657210000000;1662564175180;79;558;17121;178;576;317;ok;;;;;;;2022-09-16T08:40:27.440Z;1663317627000;753451820;8,720507176
C115_G1;1657210000000;1662564178240;79;558;17122;178;576;317;ok;;;;;;;2022-09-16T08:42:42.100Z;1663317762000;753583760;8,722034259
C115_G1;1657210000000;1662564180960;79;558;17123;178;576;317;ok;;;;;;;2022-09-16T08:43:30.640Z;1663317810000;753629040;8,722558333
C115_G1;1657210000000;1662564232300;79;558;17123;178;577;317;ok;;;;;;;2022-09-16T08:43:43.760Z;1663317823000;753590700;8,722114583
C115_G1;1657210000000;1662564248620;79;558;17123;178;578;317;ok;;;;;;;2022-09-16T08:43:58.400Z;1663317838000;753589380;8,722099306
C115_G1;1657210000000;1662564266640;79;558;17124;178;578;317;ok;;;;;;;2022-09-16T08:46:04.180Z;1663317964000;753697360;8,723349074
C115_G1;1657210000000;1662564273440;79;558;17125;178;578;317;ok;;;;;;;2022-09-16T08:46:43.760Z;1663318003000;753729560;8,723721759
C115_G1;1657210000000;1662564284320;79;558;17126;178;578;317;ok;;;;;;;2022-09-16T08:49:09.000Z;1663318149000;753864680;8,725285648
C115_G1;1657210000000;1662564323080;79;558;17127;178;578;317;ok;;;;;;;2022-09-16T08:49:51.880Z;1663318191000;753867920;8,725323148
C115_G1;1657210000000;1662564359460;79;558;17128;178;578;317;ok;;;;;;;2022-09-16T08:51:03.240Z;1663318263000;753903540;8,725735417
C115_G1;1657210000000;1662564387000;79;558;17129;178;578;317;ok;;;;;;;2022-09-16T08:51:07.380Z;1663318267000;753880000;8,725462963
C115_G1;1657210000000;1662564389380;79;558;17130;178;578;317;ok;;;;;;;2022-09-16T08:51:10.280Z;1663318270000;753880620;8,725470139
C115_G1;1657210000000;1662564417600;79;558;17131;178;578;317;ok;;;;;;;2022-09-16T08:51:43.680Z;1663318303000;753885400;8,725525463
C115_G1;1657210000000;1662564420660;79;558;17132;178;578;317;ok;;;;;;;2022-09-16T08:53:14.600Z;1663318394000;753973340;8,726543287
C115_G1;1657210000000;1662564448540;79;558;17133;178;578;317;ok;;;;;;;2022-09-16T08:53:38.100Z;1663318418000;753969460;8,72649838
C115_G1;1657210000000;1662564518920;79;558;17134;178;578;317;ok;;;;;;;2022-09-16T08:58:27.440Z;1663318707000;754188080;8,729028704
C115_G1;1657210000000;1662564538640;79;558;17135;178;578;317;ok;;;;;;;2022-09-16T08:58:33.620Z;1663318713000;754174360;8,728869907
C115_G1;1657210000000;1662564562780;79;558;17136;178;578;317;ok;;;;;;;2022-09-16T08:58:34.320Z;1663318714000;754151220;8,728602083
C115_G1;1657210000000;1662564568560;79;558;17136;178;579;317;ok;;;;;;;2022-09-16T08:58:35.980Z;1663318715000;754146440;8,728546759
C115_G1;1657210000000;1662564571280;79;558;17136;178;580;317;ok;;;;;;;2022-09-16T09:00:19.680Z;1663318819000;754247720;8,729718981
C115_G1;1657210000000;1662564575360;79;558;17137;178;580;317;ok;;;;;;;2022-09-16T09:01:32.000Z;1663318892000;754316640;8,730516667
C115_G1;1657210000000;1662564578080;79;558;17138;178;580;317;ok;;;;;;;2022-09-16T09:02:13.800Z;1663318933000;754354920;8,730959722
C115_G1;1657210000000;1662564583180;79;558;17139;178;580;317;ok;;;;;;;2022-09-16T09:02:22.740Z;1663318942000;754358820;8,731004861
C115_G1;1657210000000;1662564585560;79;558;17140;178;580;317;ok;;;;;;;2022-09-16T09:02:26.960Z;1663318946000;754360440;8,731023611
C115_G1;1657210000000;1662564606300;79;558;17141;178;580;317;ok;;;;;;;2022-09-16T09:04:27.000Z;1663319067000;754460700;8,732184028
C115_G1;1657210000000;1662564609020;79;558;17142;178;580;317;ok;;;;;;;2022-09-16T09:04:30.240Z;1663319070000;754460980;8,732187269
C115_G1;1657210000000;1662564611060;79;558;17143;178;580;317;ok;;;;;;;2022-09-16T09:05:12.240Z;1663319112000;754500940;8,732649769
C115_G1;1657210000000;1662564618880;79;558;17144;178;580;317;ok;;;;;;;2022-09-16T09:07:01.480Z;1663319221000;754602120;8,733820833
C115_G1;1657210000000;1662564630440;79;558;17145;178;580;317;ok;;;;;;;2022-09-16T09:07:58.180Z;1663319278000;754647560;8,734346759
C115_G1;1657210000000;1662564632480;79;558;17146;178;580;317;ok;;;;;;;2022-09-16T09:09:27.500Z;1663319367000;754734520;8,735353241
C115_G1;1657210000000;1662564641320;79;558;17147;178;580;317;ok;;;;;;;2022-09-16T09:10:29.540Z;1663319429000;754787680;8,735968519
C115_G1;1657210000000;1662564683480;79;558;17148;178;580;317;ok;;;;;;;2022-09-16T09:11:10.960Z;1663319470000;754786520;8,735955093
C115_G1;1657210000000;1662564687560;79;558;17149;178;580;317;ok;;;;;;;2022-09-16T09:11:21.800Z;1663319481000;754793440;8,736035185
C115_G1;1657210000000;1662564716120;79;558;17150;178;580;317;ok;;;;;;;2022-09-16T09:11:25.420Z;1663319485000;754768880;8,735750926
C115_G1;1657210000000;1662564727680;79;558;17150;179;580;317;ok;;;;;;;2022-09-16T09:13:43.720Z;1663319623000;754895320;8,737214352
C115_G1;1657210000000;1662564739580;79;558;17151;179;580;317;ok;;;;;;;2022-09-16T09:14:16.680Z;1663319656000;754916420;8,737458565
C115_G1;1657210000000;1662564756920;79;558;17152;179;580;317;ok;;;;;;;2022-09-16T09:17:00.660Z;1663319820000;755063080;8,739156019
C115_G1;1657210000000;1662564794320;79;558;17153;179;580;317;ok;;;;;;;2022-09-16T09:18:40.700Z;1663319920000;755125680;8,739880556
C115_G1;1657210000000;1662564796360;79;558;17154;179;580;317;ok;;;;;;;2022-09-16T09:20:21.680Z;1663320021000;755224640;8,741025926
C115_G1;1657210000000;1662564810980;79;558;17155;179;580;317;ok;;;;;;;2022-09-16T09:20:23.940Z;1663320023000;755212020;8,740879861
C115_G1;1657210000000;1662564856540;79;558;17156;179;580;317;ok;;;;;;;2022-09-16T09:20:27.720Z;1663320027000;755170460;8,740398843
C115_G1;1657210000000;1662564868440;79;558;17157;179;580;317;ok;;;;;;;2022-09-16T09:20:37.700Z;1663320037000;755168560;8,740376852
C115_G1;1657210000000;1662564886460;79;558;17158;179;580;317;ok;;;;;;;2022-09-16T09:20:38.300Z;1663320038000;755151540;8,740179861
C115_G1;1657210000000;1662564903800;79;558;17159;179;580;317;ok;;;;;;;2022-09-16T09:20:56.620Z;1663320056000;755152200;8,7401875
C115_G1;1657210000000;1662564908560;79;558;17160;179;580;317;ok;;;;;;;2022-09-16T09:21:55.400Z;1663320115000;755206440;8,740815278
C115_G1;1657210000000;1662564911280;79;558;17161;179;580;317;ok;;;;;;;2022-09-16T09:24:14.960Z;1663320254000;755342720;8,742392593
C115_G1;1657210000000;1662564915360;79;558;17162;179;580;317;ok;;;;;;;2022-09-16T09:24:16.160Z;1663320256000;755340640;8,742368519
C115_G1;1657210000000;1662564974180;79;558;17163;179;580;317;ok;;;;;;;2022-09-16T09:24:16.760Z;1663320256000;755281820;8,741687731
C115_G1;1657210000000;1662564976560;79;558;17164;179;580;317;ok;;;;;;;2022-09-16T09:25:38.480Z;1663320338000;755361440;8,742609259
C115_G1;1657210000000;1662565007500;79;558;17165;179;580;317;ok;;;;;;;2022-09-16T09:27:27.680Z;1663320447000;755439500;8,743512731
C115_G1;1657210000000;1662565041840;79;558;17166;179;580;317;ok;;;;;;;2022-09-16T09:27:28.300Z;1663320448000;755406160;8,743126852
C115_G1;1657210000000;1662565044220;79;558;17167;179;580;317;ok;;;;;;;2022-09-16T09:27:30.040Z;1663320450000;755405780;8,743122454
C115_G1;1657210000000;1662565064960;79;558;17168;179;580;317;ok;;;;;;;2022-09-16T09:28:12.180Z;1663320492000;755427040;8,743368519
C115_G1;1657210000000;1662565099980;79;558;17169;179;580;317;ok;;;;;;;2022-09-16T09:28:19.500Z;1663320499000;755399020;8,743044213
C115_G1;1657210000000;1662565120040;79;558;17170;179;580;317;ok;;;;;;;2022-09-16T09:28:21.940Z;1663320501000;755380960;8,742835185
C115_G1;1657210000000;1662565181580;79;558;17171;179;580;317;ok;;;;;;;2022-09-16T09:28:28.500Z;1663320508000;755326420;8,742203935
C115_G1;1657210000000;1662565197900;79;558;17172;179;580;317;ok;;;;;;;2022-09-16T09:30:58.160Z;1663320658000;755460100;8,743751157
C115_G1;1657210000000;1662565245160;79;558;17173;179;580;317;ok;;;;;;;2022-09-16T09:31:20.040Z;1663320680000;755434840;8,743458796
C115_G1;1657210000000;1662565262160;79;558;17174;179;580;317;ok;;;;;;;2022-09-16T09:31:22.020Z;1663320682000;755419840;8,743285185
C115_G1;1657210000000;1662565270660;79;558;17175;179;580;317;ok;;;;;;;2022-09-16T09:31:23.260Z;1663320683000;755412340;8,74319838
C115_G1;1657210000000;1662565273040;79;558;17175;179;581;317;ok;;;;;;;2022-09-16T09:34:02.000Z;1663320842000;755568960;8,745011111
C115_G1;1657210000000;1662565307720;79;558;17176;179;581;317;ok;;;;;;;2022-09-16T09:36:19.220Z;1663320979000;755671280;8,74619537
C115_G1;1657210000000;1662565310440;79;558;17177;179;581;317;ok;;;;;;;2022-09-16T09:36:20.780Z;1663320980000;755669560;8,746175463
C115_G1;1657210000000;1662565321320;79;558;17178;179;581;317;ok;;;;;;;2022-09-16T09:37:16.440Z;1663321036000;755714680;8,746697685
C115_G1;1657210000000;1662565356340;79;558;17179;179;581;317;ok;;;;;;;2022-09-16T09:38:01.220Z;1663321081000;755724660;8,746813194
C115_G1;1657210000000;1662565374020;79;558;17180;179;581;317;ok;;;;;;;2022-09-16T09:38:08.240Z;1663321088000;755713980;8,746689583
C115_G1;1657210000000;1662565423340;79;558;17181;179;581;317;ok;;;;;;;2022-09-16T09:38:09.000Z;1663321089000;755665660;8,746130324
C115_G1;1657210000000;1662565438300;79;558;17182;179;581;317;ok;;;;;;;2022-09-16T09:38:55.560Z;1663321135000;755696700;8,746489583
C115_G1;1657210000000;1662565444760;79;558;17183;179;581;317;ok;;;;;;;2022-09-16T09:39:16.020Z;1663321156000;755711240;8,74665787
C115_G1;1657210000000;1662565451560;79;558;17184;179;581;317;ok;;;;;;;2022-09-16T09:43:25.660Z;1663321405000;755953440;8,749461111
C115_G1;1657210000000;1662565479100;79;558;17184;179;582;317;ok;;;;;;;2022-09-16T09:44:23.980Z;1663321463000;755983900;8,749813657
C115_G1;1657210000000;1662565483520;79;558;17185;179;582;317;ok;;;;;;;2022-09-16T09:48:53.720Z;1663321733000;756249480;8,7528875
C115_G1;1657210000000;1662565493720;79;558;17186;179;582;317;ok;;;;;;;2022-09-16T09:51:52.900Z;1663321912000;756418280;8,754841204
C115_G1;1657210000000;1662565501540;79;558;17187;179;582;317;ok;;;;;;;2022-09-16T09:51:59.680Z;1663321919000;756417460;8,754831713
C115_G1;1657210000000;1662565512760;79;558;17188;179;582;317;ok;;;;;;;2022-09-16T09:53:57.780Z;1663322037000;756524240;8,756067593
C115_G1;1657210000000;1662565532820;79;558;17189;179;582;317;ok;;;;;;;2022-09-16T09:54:01.080Z;1663322041000;756508180;8,755881713
C115_G1;1657210000000;1662565549820;79;558;17189;179;583;317;ok;;;;;;;2022-09-16T09:54:29.900Z;1663322069000;756519180;8,756009028
C115_G1;1657210000000;1662565553560;79;558;17190;179;583;317;ok;;;;;;;2022-09-16T09:54:33.080Z;1663322073000;756519440;8,756012037
C115_G1;1657210000000;1662565579060;79;558;17190;179;584;317;ok;;;;;;;2022-09-16T09:54:34.680Z;1663322074000;756494940;8,755728472
C115_G1;1657210000000;1662565593340;79;558;17191;179;584;317;ok;;;;;;;2022-09-16T09:55:45.140Z;1663322145000;756551660;8,756384954
C115_G1;1657210000000;1662565611700;79;558;17192;179;584;317;ok;;;;;;;2022-09-16T09:55:48.200Z;1663322148000;756536300;8,756207176
C115_G1;1657210000000;1662565623600;79;558;17193;179;584;317;ok;;;;;;;2022-09-16T09:56:28.700Z;1663322188000;756564400;8,756532407
C115_G1;1657210000000;1662565666440;79;558;17194;179;584;317;ok;;;;;;;2022-09-16T09:57:03.700Z;1663322223000;756556560;8,756441667
C115_G1;1657210000000;1662565790880;79;558;17195;179;584;317;ok;;;;;;;2022-09-16T09:57:04.960Z;1663322224000;756433120;8,755012963
C115_G1;1657210000000;1662565794960;79;558;17196;179;584;317;ok;;;;;;;2022-09-16T09:59:15.280Z;1663322355000;756560040;8,756481944
C115_G1;1657210000000;1662565802440;79;558;17197;179;584;317;ok;;;;;;;2022-09-16T09:59:16.560Z;1663322356000;756553560;8,756406944
C115_G1;1657210000000;1662565815020;79;558;17198;179;584;317;ok;;;;;;;2022-09-16T10:02:37.160Z;1663322557000;756741980;8,758587731
C115_G1;1657210000000;1662565818760;79;558;17199;179;584;317;ok;;;;;;;2022-09-16T10:04:21.140Z;1663322661000;756842240;8,759748148
C115_G1;1657210000000;1662565822840;79;558;17200;179;584;317;ok;;;;;;;2022-09-16T10:04:25.280Z;1663322665000;756842160;8,759747222
C115_G1;1657210000000;1662565852760;79;558;17201;179;584;317;ok;;;;;;;2022-09-16T10:04:29.120Z;1663322669000;756816240;8,759447222
C115_G1;1657210000000;1662565863640;79;558;17202;179;584;317;ok;;;;;;;2022-09-16T10:04:29.700Z;1663322669000;756805360;8,759321296
C115_G1;1657210000000;1662565875880;79;558;17203;179;584;317;ok;;;;;;;2022-09-16T10:06:50.020Z;1663322810000;756934120;8,760811574
C115_G1;1657210000000;1662565878260;79;558;17204;179;584;317;ok;;;;;;;2022-09-16T10:12:13.520Z;1663323133000;757254740;8,764522454
C115_G1;1657210000000;1662565883020;79;558;17205;179;584;317;ok;;;;;;;2022-09-16T10:13:12.620Z;1663323192000;757308980;8,765150231
C115_G1;1657210000000;1662565886080;79;558;17206;179;584;317;ok;;;;;;;2022-09-16T10:13:13.280Z;1663323193000;757306920;8,765126389
C115_G1;1657210000000;1662565888460;79;558;17207;179;584;317;ok;;;;;;;2022-09-16T10:14:44.820Z;1663323284000;757395540;8,766152083
C115_G1;1657210000000;1662565897980;79;558;17208;179;584;317;ok;;;;;;;2022-09-16T10:17:53.720Z;1663323473000;757575020;8,768229398
C115_G1;1657210000000;1662565914980;79;558;17209;179;584;317;ok;;;;;;;2022-09-16T10:19:57.200Z;1663323597000;757682020;8,769467824
C115_G1;1657210000000;1662565918380;79;558;17209;179;585;317;ok;;;;;;;2022-09-16T10:20:07.320Z;1663323607000;757688620;8,769544213
C115_G1;1657210000000;1662565952720;79;558;17210;179;585;317;ok;;;;;;;2022-09-16T10:23:29.120Z;1663323809000;757856280;8,771484722
C115_G1;1657210000000;1662565970400;79;558;17211;179;585;317;ok;;;;;;;2022-09-16T10:24:35.600Z;1663323875000;757904600;8,772043981
C115_G1;1657210000000;1662565986380;79;558;17212;179;585;317;ok;;;;;;;2022-09-16T10:27:06.180Z;1663324026000;758039620;8,773606713
C115_G1;1657210000000;1662566008820;79;558;17212;179;586;317;ok;;;;;;;2022-09-16T10:27:06.860Z;1663324026000;758017180;8,773346991
C115_G1;1657210000000;1662566013580;79;558;17213;179;586;317;ok;;;;;;;2022-09-16T10:27:29.960Z;1663324049000;758035420;8,773558102
C115_G1;1657210000000;1662566031260;79;558;17214;179;586;317;ok;;;;;;;2022-09-16T10:27:59.780Z;1663324079000;758047740;8,773700694
C115_G1;1657210000000;1662566065600;79;558;17215;179;586;317;ok;;;;;;;2022-09-16T10:28:44.580Z;1663324124000;758058400;8,773824074
C115_G1;1657210000000;1662566067980;79;558;17216;179;586;317;ok;;;;;;;2022-09-16T10:29:34.640Z;1663324174000;758106020;8,774375231
C115_G1;1657210000000;1662566071380;79;558;17217;179;586;317;ok;;;;;;;2022-09-16T10:30:11.440Z;1663324211000;758139620;8,77476412
C115_G1;1657210000000;1662566075800;79;558;17218;179;586;317;ok;;;;;;;2022-09-16T10:32:29.500Z;1663324349000;758273200;8,776310185
C115_G1;1657210000000;1662566079540;79;558;17219;179;586;317;ok;;;;;;;2022-09-16T10:34:07.300Z;1663324447000;758367460;8,777401157
C115_G1;1657210000000;1662566094500;79;558;17220;179;586;317;ok;;;;;;;2022-09-16T10:34:38.380Z;1663324478000;758383500;8,777586806
C115_G1;1657210000000;1662566102320;79;558;17221;179;586;317;ok;;;;;;;2022-09-16T10:35:50.760Z;1663324550000;758447680;8,77832963
C115_G1;1657210000000;1662566188000;79;558;17222;179;586;317;ok;;;;;;;2022-09-16T10:36:36.640Z;1663324596000;758408000;8,77787037
C115_G1;1657210000000;1662566192420;79;558;17223;179;586;317;ok;;;;;;;2022-09-16T10:37:32.880Z;1663324652000;758459580;8,778467361
C115_G1;1657210000000;1662566201260;79;559;17223;179;586;317;ok;;;;;;;2022-09-16T10:38:44.760Z;1663324724000;758522740;8,77919838
C115_G1;1657210000000;1662566203980;79;558;17223;179;586;317;ok;;;;;;;2022-09-16T10:40:00.560Z;1663324800000;758596020;8,780046528
C115_G1;1657210000000;1662566205340;79;558;17224;179;586;317;ok;;;;;;;2022-09-16T10:42:47.680Z;1663324967000;758761660;8,781963657
C115_G1;1657210000000;1662566208400;79;558;17225;179;586;317;ok;;;;;;;2022-09-16T10:45:56.300Z;1663325156000;758947600;8,784115741
C115_G1;1657210000000;1662566211800;79;558;17226;179;586;317;ok;;;;;;;2022-09-16T10:46:08.680Z;1663325168000;758956200;8,784215278
C115_G1;1657210000000;1662566231180;79;558;17227;179;586;317;ok;;;;;;;2022-09-16T10:48:22.000Z;1663325302000;759070820;8,785541898
C115_G1;1657210000000;1662566251240;79;558;17228;179;586;317;ok;;;;;;;2022-09-16T10:48:32.280Z;1663325312000;759060760;8,785425463
C115_G1;1657210000000;1662566261780;79;558;17229;179;586;317;ok;;;;;;;2022-09-16T10:52:39.620Z;1663325559000;759297220;8,788162269
C115_G1;1657210000000;1662566269940;79;558;17230;179;586;317;ok;;;;;;;2022-09-16T10:53:19.140Z;1663325599000;759329060;8,788530787
C115_G1;1657210000000;1662566285580;79;558;17230;179;586;318;ok;;;;;;;2022-09-16T10:54:01.620Z;1663325641000;759355420;8,78883588
C115_G1;1657210000000;1662566332840;79;558;17230;179;587;318;ok;;;;;;;2022-09-16T10:54:02.360Z;1663325642000;759309160;8,788300463
C115_G1;1657210000000;1662566349160;79;558;17231;179;587;318;ok;;;;;;;2022-09-16T10:56:46.800Z;1663325806000;759456840;8,790009722
C115_G1;1657210000000;1662566409000;79;558;17232;179;587;318;ok;;;;;;;2022-09-16T10:58:22.820Z;1663325902000;759493000;8,790428241
C115_G1;1657210000000;1662566434500;79;558;17233;179;587;318;ok;;;;;;;2022-09-16T10:58:29.980Z;1663325909000;759474500;8,79021412
C115_G1;1657210000000;1662566436880;79;558;17234;179;587;318;ok;;;;;;;2022-09-16T10:59:26.100Z;1663325966000;759529120;8,790846296
C115_G1;1657210000000;1662566445040;79;558;17235;179;587;318;ok;;;;;;;2022-09-16T10:59:33.300Z;1663325973000;759527960;8,79083287
C115_G1;1657210000000;1662566480740;79;558;17236;179;587;318;ok;;;;;;;2022-09-16T11:00:14.680Z;1663326014000;759533260;8,790894213
C115_G1;1657210000000;1662566496040;79;558;17237;179;587;318;ok;;;;;;;2022-09-16T11:00:15.400Z;1663326015000;759518960;8,790728704
C115_G1;1657210000000;1662566545340;79;558;17238;179;587;318;ok;;;;;;;2022-09-16T11:00:17.000Z;1663326017000;759471660;8,79018125
C115_G1;1657210000000;1662566547380;79;558;17239;179;587;318;ok;;;;;;;2022-09-16T11:00:19.140Z;1663326019000;759471620;8,790180787
C115_G1;1657210000000;1662566568800;79;559;17239;179;587;318;ok;;;;;;;2022-09-16T11:01:12.920Z;1663326072000;759503200;8,790546296
C115_G1;1657210000000;1662566588860;79;559;17240;179;587;318;ok;;;;;;;2022-09-16T11:01:13.600Z;1663326073000;759484140;8,790325694
C115_G1;1657210000000;1662566608580;79;559;17241;179;587;318;ok;;;;;;;2022-09-16T11:03:31.420Z;1663326211000;759602420;8,791694676
C115_G1;1657210000000;1662566647680;79;559;17242;179;587;318;ok;;;;;;;2022-09-16T11:03:46.540Z;1663326226000;759578320;8,791415741
C115_G1;1657210000000;1662566656860;79;560;17242;179;587;318;ok;;;;;;;2022-09-16T11:03:51.860Z;1663326231000;759574140;8,791367361
