C_G;START_TIMESTAMP;END_TIMESTAMP;BICYCLE;BUS;CAR;HEAVY;LIGHT;MOTORCYCLE;DATA_VALIDITY_STATUS;=DATEVALUE(MID(A1,1,10))+TIMEVALUE(MID(A1,12,8));1661878800000;;;;;END_TIMESTAMP;;;
C115_G1;1657210000000;1661243407400;75;431;14824;133;417;291;ok;;1661965200000;;;;;;;;
C115_G1;1657210000000;1661243410100;75;431;14825;133;417;291;ok;;1662544800000;;;1;;;;;
C115_G1;1657210000000;1661243446420;75;431;14826;133;417;291;ok;;1662670800000;;;1;;;;;
C115_G1;1657210000000;1661243469480;75;431;14827;133;417;291;ok;;9107;;;1;;;;;
C115_G1;1657210000000;1661243471000;75;431;14828;133;417;291;ok;;7564;1543;;1;;;;;
C115_G1;1657210000000;1661243478680;75;431;14829;133;417;291;ok;;7476;88;;1;;;;;
C115_G1;1657210000000;1661243574480;75;432;14829;133;417;291;ok;;4577;2899;;1;;;;;
C115_G1;1657210000000;1661243582900;75;432;14830;133;417;291;ok;;;;;1;;;;;
C115_G1;1657210000000;1661243593720;75;432;14831;133;417;291;ok;;;;;1;;;;;
C115_G1;1657210000000;1661243596800;75;432;14832;133;417;291;ok;;;;;1;;;;;
C115_G1;1657210000000;1661243632520;75;432;14833;133;417;291;ok;;;;;1;;;;;
C115_G1;1657210000000;1661243639000;75;432;14834;133;417;291;ok;;;;;1;;;;;
C115_G1;1657210000000;1661243640920;75;432;14835;133;417;291;ok;;;;;1;;;;;
C115_G1;1657210000000;1661243642920;75;432;14836;133;417;291;ok;;;;;1;;;;;
C115_G1;1657210000000;1661243647160;75;432;14837;133;417;291;ok;;;;;1;;;;;
C115_G1;1657210000000;1661243682580;75;432;14838;133;417;291;ok;;;;;1;;;;;
C115_G1;1657210000000;1661243687580;75;432;14839;133;417;291;ok;;;;;1;;;;;
C115_G1;1657210000000;1661243692520;75;432;14840;133;417;291;ok;;;;;1;;;;;
C115_G1;1657210000000;1661243734680;75;432;14841;133;417;291;ok;;;;;1;;;;;
C115_G1;1657210000000;1661243891720;75;432;14842;133;417;291;ok;;;;;1;;;;;
C115_G1;1657210000000;1661243925600;75;432;14843;133;417;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661243928440;75;432;14844;133;417;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661243929980;75;432;14844;133;418;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661243932560;75;432;14845;133;418;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661243972040;75;432;14846;133;418;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661243984760;75;432;14847;133;418;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661243996600;75;432;14848;133;418;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661244018920;75;432;14849;133;418;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661244024940;75;432;14850;133;418;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661244033700;75;432;14851;133;418;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661244048560;75;433;14851;133;418;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661244069700;75;433;14852;133;418;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661244071240;75;433;14853;133;418;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661244092500;75;433;14854;133;418;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661244096200;75;433;14855;133;418;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661244099340;75;433;14856;133;418;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661244102800;75;433;14857;133;418;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661244134180;76;433;14857;133;418;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661244162980;76;433;14858;133;418;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661244165220;76;433;14859;133;418;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661244173140;76;433;14860;133;418;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661244179000;76;434;14860;133;418;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661244188600;76;435;14860;133;418;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661244194540;76;435;14861;133;418;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661244228400;76;435;14862;133;418;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661244259880;76;435;14863;133;418;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661244270620;76;435;14864;133;418;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661244373580;76;435;14864;133;419;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661244383720;76;435;14864;133;420;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661244452880;76;436;14864;133;420;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661244456500;76;436;14865;133;420;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661244459720;76;436;14866;133;420;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661244561960;76;436;14867;133;420;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661244564460;76;436;14868;133;420;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661244568920;76;436;14869;133;420;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661244574360;76;436;14870;133;420;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661244596000;76;436;14871;133;420;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661244615820;76;436;14872;133;420;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661244713660;76;436;14873;133;420;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661244760800;76;436;14874;133;420;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661244774860;76;436;14875;133;420;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661244786100;76;436;14876;133;420;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661244801160;76;436;14877;133;420;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661244818220;76;436;14878;133;420;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661244822700;76;436;14879;133;420;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661244829560;76;436;14880;133;420;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661244857240;76;436;14881;133;420;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661244864580;76;436;14882;133;420;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661244897260;76;436;14883;133;420;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661244925820;76;436;14884;133;420;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661244934800;76;436;14884;133;421;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661244951440;76;436;14885;133;421;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661244957920;76;436;14886;133;421;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661244960740;76;436;14887;133;421;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661244970200;76;436;14888;133;421;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661244992880;76;436;14889;133;421;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661245009580;76;436;14890;133;421;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661245044580;76;436;14891;133;421;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661245054180;76;437;14891;133;421;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661245056640;76;437;14892;133;421;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661245067080;76;437;14893;133;421;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661245091480;76;437;14894;133;421;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661245100200;76;437;14895;133;421;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661245153980;76;437;14896;133;421;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661245185740;76;437;14897;133;421;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661245201160;76;437;14898;133;421;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661245210300;76;437;14899;133;421;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661245249660;76;437;14900;133;421;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661245279500;76;437;14901;133;421;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661245332020;76;437;14901;133;422;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661245385080;76;437;14902;133;422;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661245388700;76;437;14902;133;423;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661245403560;76;437;14903;133;423;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661245445980;76;437;14904;133;423;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661245490200;76;437;14905;133;423;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661245536480;76;437;14906;133;423;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661245543800;76;437;14907;133;423;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661245655800;76;437;14908;133;423;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661245665660;76;437;14909;133;423;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661245690860;76;437;14910;133;423;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661245694140;76;437;14911;133;423;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661245755820;76;437;14912;133;423;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661245790420;76;437;14913;133;423;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661245804100;76;437;14914;133;423;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661245895200;76;437;14915;133;423;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661245899600;76;437;14916;133;423;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661245905440;76;437;14917;133;423;291;ok;;;;;;;;;;
C115_G1;1657210000000;1661245953080;76;437;14917;133;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661245957240;77;437;14917;133;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661246010580;77;437;14918;133;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661246042000;77;437;14919;133;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661246085240;77;437;14920;133;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661246094500;77;437;14921;133;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661246185920;77;437;14922;133;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661246207040;77;437;14923;133;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661246251280;77;437;14924;133;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661246296380;77;437;14925;133;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661246305640;77;437;14926;133;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661246314860;77;437;14927;133;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661246382840;77;437;14927;134;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661246421240;77;437;14927;135;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661246423640;77;437;14928;135;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661246425240;77;437;14929;135;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661246489180;77;437;14930;135;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661246511760;77;437;14931;135;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661246555140;77;438;14931;135;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661246560480;77;438;14932;135;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661246563600;77;438;14933;135;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661246587520;77;438;14933;136;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661246590480;77;438;14934;136;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661246609480;77;438;14935;136;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661246613380;77;438;14936;136;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661246627580;77;438;14937;136;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661246633300;77;438;14938;136;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661246640080;77;438;14939;136;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661246650080;77;438;14940;136;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661246656380;77;438;14941;136;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661246743520;77;438;14942;136;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661246776240;77;438;14943;136;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661246777720;77;438;14944;136;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661246791100;77;438;14945;136;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661246794040;77;438;14946;136;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661246848600;77;438;14947;136;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661246860640;77;438;14948;136;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661246868820;77;438;14949;136;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661246873380;77;438;14949;137;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661246881880;77;438;14950;137;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661246902340;77;438;14951;137;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661246943560;77;438;14952;137;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661246976760;77;438;14953;137;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661247051980;77;438;14954;137;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661247060340;77;438;14955;137;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661247119180;77;438;14956;137;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661247141380;77;438;14957;137;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661247147580;77;438;14958;137;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661247166760;77;438;14959;137;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661247173260;77;438;14960;137;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661247207360;77;438;14960;137;424;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661247208880;77;439;14960;137;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661247214900;77;439;14961;137;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661247228000;77;439;14962;137;423;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661247238880;77;439;14962;137;424;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661247243560;77;439;14963;137;424;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661247322480;77;439;14964;137;424;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661247371060;77;439;14965;137;424;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661247409300;77;439;14966;137;424;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661247418460;77;439;14967;137;424;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661247433380;77;439;14967;138;424;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661247601920;77;439;14968;138;424;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661247608900;77;439;14969;138;424;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661247706580;77;439;14970;138;424;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661247816320;77;439;14970;139;424;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661247822560;77;439;14971;139;424;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661247839780;77;439;14972;139;424;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661247860600;77;439;14973;139;424;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661247882280;77;439;14974;139;424;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661247884620;77;439;14975;139;424;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661247887860;77;439;14976;139;424;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661247903420;77;439;14977;139;424;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661247942200;77;439;14978;139;424;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661248015060;77;439;14979;139;424;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661248020100;77;439;14979;139;425;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661248041320;77;440;14979;139;425;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661248048700;77;440;14980;139;425;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661248059560;77;440;14981;139;425;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661248064380;77;440;14982;139;425;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661248086920;77;441;14982;139;425;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661248093280;77;441;14983;139;425;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661248099000;77;441;14984;139;425;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661248165600;77;441;14985;139;425;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661248167180;77;441;14986;139;425;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661248203820;77;441;14987;139;425;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661248228200;77;441;14988;139;425;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661248261120;77;441;14989;139;425;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661248264200;77;441;14990;139;425;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661248309480;77;442;14990;139;425;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661248312200;77;442;14991;139;425;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661248325780;77;442;14992;139;425;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661248448680;77;442;14993;139;425;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661248491840;77;442;14994;139;425;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661248494380;77;442;14995;139;425;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661248497420;77;442;14996;139;425;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661248508540;77;442;14997;139;425;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661248512640;77;442;14998;139;425;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661248563100;77;442;14999;139;425;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661248565480;77;442;15000;139;425;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661248618400;77;442;15001;139;425;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661248625580;77;442;15001;139;426;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661248630380;77;442;15001;139;427;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661248641820;77;442;15002;139;427;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661248645020;77;442;15003;139;427;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661248649480;77;442;15003;140;427;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661248674840;77;442;15004;140;427;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661248706080;77;442;15004;141;427;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661248753600;77;442;15005;141;427;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661248767840;77;442;15006;141;427;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661248780240;77;442;15007;141;427;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661248793280;77;442;15007;141;428;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661248846040;77;442;15008;141;428;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661248850980;77;442;15009;141;428;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661248855940;77;443;15009;141;428;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661248885600;77;443;15010;141;428;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661248904420;77;443;15011;141;428;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661248909320;77;443;15012;141;428;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661248912120;77;444;15012;141;428;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661248917300;77;444;15013;141;428;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661248982940;77;444;15014;141;428;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661249015260;77;444;15015;141;428;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661249038500;77;444;15016;141;428;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661249050620;77;444;15017;141;428;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661249066860;77;444;15018;141;428;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661249069260;77;444;15019;141;428;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661249072800;77;444;15020;141;428;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661249079360;77;445;15020;141;428;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661249130040;77;445;15021;141;428;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661249154000;77;445;15022;141;428;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661249181520;77;445;15023;141;428;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661249215040;77;445;15024;141;428;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661249228400;77;445;15025;141;428;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661249231660;77;445;15026;141;428;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661249242280;77;445;15027;141;428;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661249253160;77;445;15028;141;428;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661249303440;77;445;15029;141;428;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661249348240;77;445;15030;141;428;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661249398220;77;445;15031;141;428;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661249415020;77;445;15032;141;428;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661249433220;77;445;15033;141;428;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661249455940;77;445;15034;141;428;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661249471820;77;445;15034;141;429;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661249502080;77;445;15035;141;429;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661249553760;77;445;15036;141;429;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661249592200;77;445;15037;141;429;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661249593980;77;445;15038;141;429;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661249601100;77;445;15039;141;429;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661249608480;77;445;15040;141;429;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661249649020;77;445;15041;141;429;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661249705240;77;445;15042;141;429;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661249714140;77;445;15043;141;429;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661249717120;77;445;15044;141;429;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661249745440;77;445;15045;141;429;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661249747980;77;445;15046;141;429;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661249832200;77;445;15047;141;429;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661249854480;77;445;15048;141;429;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661249896940;77;445;15049;141;429;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661249917480;77;445;15050;141;429;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661249921200;77;445;15051;141;429;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661250016200;77;445;15052;141;429;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661250035840;77;445;15053;141;429;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661250038600;77;445;15054;141;429;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661250047980;77;445;15055;141;429;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661250104560;77;445;15055;141;430;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661250191980;77;445;15056;141;430;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661250229500;77;445;15056;142;430;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661250254880;77;445;15057;142;430;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661250330840;77;445;15058;142;430;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661250347120;77;445;15059;142;430;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661250448820;77;445;15060;142;430;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661250489220;77;445;15061;142;430;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661250498860;77;445;15062;142;430;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661250551700;77;445;15063;142;430;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661250592640;77;445;15064;142;430;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661250796600;77;446;15064;142;430;292;ok;;;;;;;;;;
C115_G1;1657210000000;1661250801820;77;446;15065;142;430;292;ok;;;;;;;2022-09-07T17:15:46.740Z;1662570946000;1320144180;15,27944653
C115_G1;1657210000000;1661250983980;77;446;15066;142;430;292;ok;;;;;;;2022-09-07T17:15:54.900Z;1662570954000;1319970020;15,27743079
C115_G1;1657210000000;1661251024060;77;446;15067;142;430;292;ok;;;;;;;2022-09-07T17:15:57.280Z;1662570957000;1319932940;15,27700162
C115_G1;1657210000000;1661251030000;77;446;15068;142;430;292;ok;;;;;;;2022-09-07T17:16:00.680Z;1662570960000;1319930000;15,27696759
C115_G1;1657210000000;1661251067720;77;446;15069;142;430;292;ok;;;;;;;2022-09-07T17:16:04.760Z;1662570964000;1319896280;15,27657731
C115_G1;1657210000000;1661251109240;77;446;15070;142;430;292;ok;;;;;;;2022-09-07T17:16:13.260Z;1662570973000;1319863760;15,27620093
C115_G1;1657210000000;1661251113400;77;446;15071;142;430;292;ok;;;;;;;2022-09-07T17:16:21.420Z;1662570981000;1319867600;15,27624537
C115_G1;1657210000000;1661251142140;77;446;15072;142;430;292;ok;;;;;;;2022-09-07T17:16:24.820Z;1662570984000;1319841860;15,27594745
C115_G1;1657210000000;1661251155920;77;446;15073;142;430;292;ok;;;;;;;2022-09-07T17:16:27.200Z;1662570987000;1319831080;15,27582269
C115_G1;1657210000000;1661251162620;77;446;15074;142;430;292;ok;;;;;;;2022-09-07T17:16:37.740Z;1662570997000;1319834380;15,27586088
C115_G1;1657210000000;1661251177820;77;446;15075;142;430;292;ok;;;;;;;2022-09-07T17:16:46.580Z;1662571006000;1319828180;15,27578912
C115_G1;1657210000000;1661251277720;77;446;15076;142;430;292;ok;;;;;;;2022-09-07T17:16:51.680Z;1662571011000;1319733280;15,27469074
C115_G1;1657210000000;1661251282280;77;446;15077;142;430;292;ok;;;;;;;2022-09-07T17:16:58.820Z;1662571018000;1319735720;15,27471898
C115_G1;1657210000000;1661251284920;77;446;15078;142;430;292;ok;;;;;;;2022-09-07T17:17:06.980Z;1662571026000;1319741080;15,27478102
C115_G1;1657210000000;1661251356520;77;446;15079;142;430;292;ok;;;;;;;2022-09-07T17:17:14.800Z;1662571034000;1319677480;15,27404491
C115_G1;1657210000000;1661251359980;77;446;15080;142;430;292;ok;;;;;;;2022-09-07T17:17:23.640Z;1662571043000;1319683020;15,27410903
C115_G1;1657210000000;1661251369400;77;446;15080;143;430;292;ok;;;;;;;2022-09-07T17:17:38.260Z;1662571058000;1319688600;15,27417361
C115_G1;1657210000000;1661251373760;77;446;15081;143;430;292;ok;;;;;;;2022-09-07T17:17:45.400Z;1662571065000;1319691240;15,27420417
