ID;C_G;Licence_plate;Category;Color;Trajectory_start;Trajectory_end;Average_ speed_kpxh;Minimum_speed_kpxh;Maximum_speed_kpxh;Section_speed_kmh;Duration_of_occurrence_s;Stationary_duration_s
838445;C115_G3;;car;silver;1665260365240;1665260365480;317.28;317.28;317.28;;0.24;0.00
838474;C115_G3;;car;blue;1665260374560;1665260374640;730.12;730.12;730.12;;0.08;0.00
838507;C115_G3;;car;blue;1665260390600;1665260390680;712.06;712.06;712.06;;0.08;0.00
838524;C115_G3;;car;black;1665260394540;1665260394600;1214.30;1214.30;1214.30;;0.06;0.00
838538;C115_G3;;car;blue;1665260400060;1665260400340;229.16;229.16;229.16;;0.28;0.00
838542;C115_G3;;car;blue;1665260398900;1665260398960;827.67;827.67;827.67;;0.06;0.00
838550;C115_G3;;car;silver;1665260400820;1665260400940;644.38;644.38;644.38;;0.12;0.00
838579;C115_G3;;car;black;1665260411500;1665260411580;766.58;766.58;766.58;;0.08;0.00
838605;C115_G3;;car;black;1665260414380;1665260414460;858.75;858.75;858.75;;0.08;0.00
838633;C115_G3;;car;black;1665260423740;1665260423800;843.19;843.19;843.19;;0.06;0.00
838742;C115_G3;;motorcycle;blue;1665260456140;1665260456280;571.48;571.48;571.48;;0.14;0.00
838753;C115_G3;;car;blue;1665260471900;1665260472080;302.31;302.31;302.31;;0.18;0.00
838826;C115_G3;;car;black;1665260477980;1665260478040;1357.92;1357.92;1357.92;;0.06;0.00
838832;C115_G3;;car;black;1665260481400;1665260481480;1194.35;1194.35;1194.35;;0.08;0.00
838850;C115_G3;;bus;blue;1665260489140;1665260489220;964.95;964.95;964.95;;0.08;0.00
838875;C115_G3;;car;blue;1665260489920;1665260496980;39.81;37.42;84.39;;7.06;6.70
838883;C115_G3;;car;silver;1665260496500;1665260496580;872.33;872.33;872.33;;0.08;0.00
838890;C115_G3;;car;blue;1665260499060;1665260499120;923.00;923.00;923.00;;0.06;0.00
838897;C115_G3;;car;silver;1665260502800;1665260502880;738.46;738.46;738.46;;0.08;0.00
838903;C115_G3;;car;blue;1665260515280;1665260515380;461.67;461.67;461.67;;0.10;0.00
838910;C115_G3;;car;blue;1665260506560;1665260506620;999.98;999.98;999.98;;0.06;0.00
838916;C115_G3;;car;silver;1665260508660;1665260508720;1054.63;1054.62;1054.62;;0.06;0.00
839007;C115_G3;;car;blue;1665260549840;1665260549920;579.47;579.47;579.47;;0.08;0.00
839027;C115_G3;;car;black;1665260558320;1665260558360;1175.06;1175.06;1175.06;;0.04;0.00
839081;C115_G3;;car;black;1665260578980;1665260579040;1080.41;1080.41;1080.41;;0.06;0.00
839140;C115_G3;;car;black;1665260606520;1665260606580;890.17;890.17;890.17;;0.06;0.00
839180;C115_G3;;car;red;1665260617920;1665260618020;774.17;774.17;774.17;;0.10;0.00
839220;C115_G3;;light;blue;1665260632380;1665260632520;421.38;421.38;421.38;;0.14;0.00
839243;C115_G3;;car;white;1665260639980;1665260640100;625.43;625.43;625.43;;0.12;0.00
839269;C115_G3;;car;black;1665260651080;1665260651140;1332.61;1332.61;1332.61;;0.06;0.00
839279;C115_G3;;motorcycle;blue;1665260656060;1665260656120;1119.94;1119.94;1119.94;;0.06;0.00
839359;C115_G3;;car;black;1665260694680;1665260694760;779.76;779.76;779.76;;0.08;0.00
839498;C115_G3;;car;blue;1665260756740;1665260756800;952.20;952.20;952.20;;0.06;0.00
839501;C115_G3;;car;blue;1665260758300;1665260758360;1005.25;1005.25;1005.25;;0.06;0.00
839518;C115_G3;;car;blue;1665260776700;1665260776820;415.60;415.60;415.60;;0.12;0.00
839519;C115_G3;;car;silver;1665260764640;1665260764700;985.81;985.81;985.81;;0.06;0.00
839538;C115_G3;;car;black;1665260768660;1665260768700;1299.26;1299.26;1299.26;;0.04;0.00
839544;C115_G3;;car;blue;1665260772320;1665260772520;288.30;288.30;288.30;;0.20;0.00
839555;C115_G3;;car;silver;1665260827200;1665260827280;617.83;617.83;617.83;;0.08;0.00
839570;C115_G3;;motorcycle;blue;1665260772620;1665260772680;1215.57;1215.57;1215.57;;0.06;0.00
839593;C115_G3;;car;black;1665260782940;1665260783020;969.05;969.05;969.05;;0.08;0.00
839600;C115_G3;;car;black;1665260786220;1665260786280;878.04;878.04;878.04;;0.06;0.00
839609;C115_G3;;car;silver;1665260787920;1665260788000;933.58;933.58;933.58;;0.08;0.00
839664;C115_G3;;car;black;1665260819080;1665260819140;1199.72;1199.72;1199.72;;0.06;0.00
839668;C115_G3;;car;blue;1665260822540;1665260822700;451.40;451.40;451.40;;0.16;0.00
839847;C115_G3;;bus;blue;1665260885940;1665260886000;1061.73;1061.73;1061.73;;0.06;0.00
839872;C115_G3;;car;silver;1665261230060;1665261230140;464.96;464.96;464.96;;0.08;0.00
839881;C115_G3;;car;blue;1665260894080;1665260894220;540.10;540.10;540.10;;0.14;0.00
839895;C115_G3;;car;black;1665260905200;1665260905240;1029.73;1029.73;1029.73;;0.04;0.00
839953;C115_G3;;car;silver;1665260931060;1665260931140;976.27;976.27;976.27;;0.08;0.00
840130;C115_G3;;car;black;1665261012360;1665261012400;1095.91;1095.91;1095.91;;0.04;0.00
840158;C115_G3;;car;silver;1665261027340;1665261027400;1084.25;1084.25;1084.25;;0.06;0.00
840173;C115_G3;;car;black;1665261032120;1665261032180;1297.29;1297.29;1297.29;;0.06;0.00
840190;C115_G3;;car;white;1665261038680;1665261038740;1202.82;1202.82;1202.82;;0.06;0.00
840219;C115_G3;;car;blue;1665261047480;1665261047600;668.95;668.95;668.95;;0.12;0.00
840260;C115_G3;;car;silver;1665261073320;1665261073380;1133.65;1133.65;1133.65;;0.06;0.00
840266;C115_G3;;car;blue;1665261076400;1665261076460;1244.90;1244.90;1244.90;;0.06;0.00
840292;C115_G3;;car;white;1665261087140;1665261087220;565.13;565.13;565.13;;0.08;0.00
840316;C115_G3;;car;blue;1665261100140;1665261100380;292.76;292.76;292.76;;0.24;0.00
840365;C115_G3;;car;black;1665261129540;1665261129580;1545.61;1545.61;1545.61;;0.04;0.00
840377;C115_G3;;car;blue;1665261137940;1665261138820;85.90;85.90;85.90;;0.88;0.88
840378;C115_G3;;car;black;1665261136240;1665261136320;899.16;899.16;899.16;;0.08;0.00
840385;C115_G3;;car;black;1665261139300;1665261139340;941.93;941.93;941.93;;0.04;0.00
840418;C115_G3;;car;red;1665261160920;1665261160980;1010.65;1010.65;1010.65;;0.06;0.00
840482;C115_G3;;car;white;1665261190320;1665261190400;981.89;981.89;981.89;;0.08;0.00
840504;C115_G3;;car;black;1665261203740;1665261203800;825.19;825.19;825.19;;0.06;0.00
840524;C115_G3;;car;silver;1665261220120;1665261220180;1028.68;1028.68;1028.68;;0.06;0.00
840554;C115_G3;;car;silver;1665261332460;1665261332560;527.23;527.23;527.23;;0.10;0.00
840583;C115_G3;;car;blue;1665261251540;1665261251600;1128.38;1128.38;1128.38;;0.06;0.00
840592;C115_G3;;car;blue;1665261259940;1665261260000;907.17;907.17;907.17;;0.06;0.00
840659;C115_G3;;car;blue;1665261289420;1665261289520;638.86;638.86;638.86;;0.10;0.00
840681;C115_G3;;motorcycle;undefined;1665261307520;1665261307580;992.25;992.25;992.25;;0.06;0.00
840790;C115_G3;;motorcycle;undefined;1665261362500;1665261362620;547.89;547.89;547.89;;0.12;0.00
840801;C115_G3;;car;black;1665261369200;1665261369280;783.95;783.95;783.95;;0.08;0.00
840806;C115_G3;;car;black;1665261371440;1665261371500;796.03;796.03;796.03;;0.06;0.00
840819;C115_G3;;car;black;1665261376760;1665261376860;782.21;782.21;782.21;;0.10;0.00
840833;C115_G3;;car;silver;1665261379200;1665261379280;786.31;786.31;786.31;;0.08;0.00
840845;C115_G3;;car;silver;1665261381580;1665261381660;927.39;927.39;927.39;;0.08;0.00
840926;C115_G3;;car;black;1665261410500;1665261410580;687.46;687.46;687.46;;0.08;0.00
840960;C115_G3;;car;blue;1665261423340;1665261423420;594.00;594.00;594.00;;0.08;0.00
841025;C115_G3;;car;silver;1665261438340;1665261438380;1365.45;1363.61;1367.29;;0.04;0.00
841045;C115_G3;;car;black;1665261443660;1665261443720;1195.85;1195.85;1195.85;;0.06;0.00
841058;C115_G3;;car;silver;1665261447100;1665261447140;1108.72;1108.72;1108.72;;0.04;0.00
841088;C115_G3;;bus;silver;1665261461780;1665261461820;697.61;697.61;697.61;;0.04;0.00
841113;C115_G3;;car;silver;1665261473880;1665261473940;785.37;784.90;786.30;;0.06;0.00
841178;C115_G3;;car;white;1665261504600;1665261504720;593.20;593.20;593.20;;0.12;0.00
841212;C115_G3;;car;blue;1665261520220;1665261520380;318.36;318.36;318.36;;0.16;0.00
841216;C115_G3;;motorcycle;undefined;1665261520000;1665261520060;1078.71;1078.71;1078.71;;0.06;0.00
841241;C115_G3;;car;blue;1665261528000;1665261528080;784.19;784.19;784.19;;0.08;0.00
841251;C115_G3;;car;black;1665261529860;1665261529940;841.94;841.94;841.94;;0.08;0.00
841266;C115_G3;;car;black;1665261532920;1665261532960;1236.67;1236.67;1236.67;;0.04;0.00
841302;C115_G3;;car;silver;1665261553700;1665261553780;793.89;793.89;793.89;;0.08;0.00
841425;C115_G3;;car;black;1665261607200;1665261607240;993.97;993.97;993.97;;0.04;0.00
841467;C115_G3;;car;blue;1665261621960;1665261622080;690.25;690.25;690.25;;0.12;0.00
841498;C115_G3;;car;black;1665261635320;1665261635400;929.92;929.92;929.92;;0.08;0.00
841503;C115_G3;;car;silver;1665261637080;1665261637140;923.53;923.53;923.53;;0.06;0.00
841507;C115_G3;;car;black;1665261639260;1665261639320;1015.91;1015.91;1015.91;;0.06;0.00
841546;C115_G3;;car;silver;1665261653280;1665261653380;597.87;597.87;597.87;;0.10;0.00
841610;C115_G3;;car;undefined;1665261673400;1665261673480;1034.85;1034.85;1034.85;;0.08;0.00
841615;C115_G3;;bus;undefined;1665261673980;1665261674000;1069.76;1069.76;1069.76;;0.02;0.00
841618;C115_G3;;car;silver;1665262672400;1665262672680;279.99;234.26;292.46;;0.28;0.00
841621;C115_G3;;car;black;1665261677640;1665261677700;1020.40;1020.40;1020.40;;0.06;0.00
841642;C115_G3;;car;blue;1665261681680;1665261681820;549.49;549.49;549.49;;0.14;0.00
841674;C115_G3;;car;blue;1665261697400;1665261697460;940.24;940.24;940.24;;0.06;0.00
841718;C115_G3;;car;black;1665261723860;1665261723960;625.45;625.45;625.45;;0.10;0.00
841726;C115_G3;;car;silver;1665261726580;1665261726680;599.67;599.67;599.67;;0.10;0.00
841768;C115_G3;;car;blue;1665261738700;1665261738820;589.65;589.65;589.65;;0.12;0.00
841773;C115_G3;;car;silver;1665261742660;1665261742780;468.93;465.18;469.68;;0.12;0.00
841835;C115_G3;;car;black;1665261762100;1665261762160;902.61;901.66;904.51;;0.06;0.00
841926;C115_G3;;car;silver;1665261794120;1665261794180;856.73;856.73;856.73;;0.06;0.00
841940;C115_G3;;car;black;1665261798420;1665261798480;1006.67;1006.67;1006.67;;0.06;0.00
841955;C115_G3;;car;black;1665261801260;1665261801320;1169.16;1169.16;1169.16;;0.06;0.00
842032;C115_G3;;car;blue;1665261832620;1665261833380;149.21;149.21;149.21;;0.76;0.00
842035;C115_G3;;car;silver;1665261833360;1665261833440;909.61;909.61;909.61;;0.08;0.00
842058;C115_G3;;car;silver;1665261849420;1665261849500;774.97;774.97;774.97;;0.08;0.00
842084;C115_G3;;car;silver;1665261864380;1665261864440;1112.83;1112.83;1112.83;;0.06;0.00
842194;C115_G3;;car;blue;1665261937240;1665261937320;326.04;326.04;326.04;;0.08;0.00
842195;C115_G3;;car;silver;1665261933500;1665261933540;1322.37;1322.37;1322.37;;0.04;0.00
842202;C115_G3;;car;silver;1665261936980;1665261937040;1276.61;1276.61;1276.61;;0.06;0.00
842255;C115_G3;;car;black;1665261975400;1665261975440;1229.44;1229.44;1229.44;;0.04;0.00
842302;C115_G3;;car;blue;1665261997740;1665261997820;460.39;460.39;460.39;;0.08;0.00
842308;C115_G3;;car;black;1665261997720;1665261997760;1269.31;1269.31;1269.31;;0.04;0.00
842315;C115_G3;;car;blue;1665262000140;1665262000220;465.79;465.79;465.79;;0.08;0.00
842338;C115_G3;;car;blue;1665262003780;1665262003860;444.10;444.10;444.10;;0.08;0.00
842349;C115_G3;;car;white;1665262007580;1665262007740;533.80;533.77;533.97;;0.16;0.00
842380;C115_G3;;car;blue;1665262022740;1665262022860;562.13;562.13;562.13;;0.12;0.00
842419;C115_G3;;car;blue;1665262031100;1665262031220;552.89;552.89;552.89;;0.12;0.00
842436;C115_G3;;car;black;1665262038720;1665262038760;1325.96;1325.96;1325.96;;0.04;0.00
842456;C115_G3;;car;blue;1665262044660;1665262044800;497.35;497.35;497.35;;0.14;0.00
842544;C115_G3;;car;blue;1665262071600;1665262071680;914.05;914.05;914.05;;0.08;0.00
842573;C115_G3;;car;white;1665262082340;1665262082380;1219.40;1219.40;1219.40;;0.04;0.00
842577;C115_G3;;car;black;1665262084240;1665262084280;1215.37;1215.37;1215.37;;0.04;0.00
842755;C115_G3;;car;silver;1665262155220;1665262155280;1036.43;1036.43;1036.43;;0.06;0.00
842781;C115_G3;;car;black;1665262170720;1665262170780;891.88;891.88;891.88;;0.06;0.00
842795;C115_G3;;car;blue;1665262173320;1665262173560;458.67;458.67;458.67;;0.24;0.00
842820;C115_G3;;car;black;1665262188300;1665262188360;1332.43;1332.43;1332.43;;0.06;0.00
842832;C115_G3;;car;silver;1665262192700;1665262192740;1338.79;1338.79;1338.79;;0.04;0.00
842910;C115_G3;;car;silver;1665262257920;1665262257980;1009.99;1009.99;1009.99;;0.06;0.00
843006;C115_G3;;car;white;1665262319300;1665262319340;1544.57;1544.57;1544.57;;0.04;0.00
843038;C115_G3;;car;silver;1665262336200;1665262336320;561.45;561.45;561.45;;0.12;0.00
843066;C115_G3;;car;black;1665262347460;1665262347540;905.51;905.51;905.51;;0.08;0.00
843077;C115_G3;;car;silver;1665262349280;1665262349340;931.17;931.17;931.17;;0.06;0.00
843080;C115_G3;;car;black;1665262351740;1665262351800;988.99;988.99;988.99;;0.06;0.00
843155;C115_G3;;car;blue;1665262371540;1665262371640;642.62;642.62;642.62;;0.10;0.00
843181;C115_G3;;car;blue;1665262394780;1665262394880;500.75;500.75;500.75;;0.10;0.00
843198;C115_G3;;car;blue;1665262422380;1665262422480;474.82;474.82;474.82;;0.10;0.00
843255;C115_G3;;car;blue;1665262445760;1665262445840;569.85;569.85;569.85;;0.08;0.00
843297;C115_G3;;car;blue;1665262481640;1665262481820;527.22;527.22;527.22;;0.18;0.00
843308;C115_G3;;car;black;1665262492460;1665262492540;964.26;964.26;964.26;;0.08;0.00
843331;C115_G3;;car;black;1665262512680;1665262512740;1413.99;1413.99;1413.99;;0.06;0.00
843339;C115_G3;;car;black;1665262527280;1665262527340;1048.88;1048.88;1048.88;;0.06;0.00
843376;C115_G3;;car;black;1665262538600;1665262538620;1239.42;1239.42;1239.42;;0.02;0.00
843388;C115_G3;;car;blue;1665262551700;1665262551820;431.93;431.93;431.93;;0.12;0.00
843399;C115_G3;;car;black;1665262576320;1665262576380;1070.40;1070.40;1070.40;;0.06;0.00
843550;C115_G3;;car;silver;1665262756980;1665262757220;320.60;320.60;320.60;;0.24;0.00
843554;C115_G3;;car;silver;1665262921360;1665262921500;395.39;395.39;395.39;;0.14;0.00
843652;C115_G3;;car;black;1665262761620;1665262761700;951.00;951.00;951.00;;0.08;0.00
843657;C115_G3;;car;undefined;1665262763160;1665262763220;960.03;960.03;960.03;;0.06;0.00
843775;C115_G3;;car;blue;1665262800960;1665262801160;455.06;455.06;455.06;;0.20;0.00
843823;C115_G3;;car;black;1665262836620;1665262836700;912.35;912.35;912.35;;0.08;0.00
843831;C115_G3;;car;blue;1665262843100;1665262843160;473.93;473.93;473.93;;0.06;0.00
843844;C115_G3;;car;blue;1665262846380;1665262846620;453.46;440.30;454.66;;0.24;0.00
843873;C115_G3;;car;blue;1665262863820;1665262863980;347.19;347.19;347.19;;0.16;0.00
843879;C115_G3;;car;black;1665262859080;1665262859140;906.76;906.76;906.76;;0.06;0.00
843898;C115_G3;;car;black;1665262862340;1665262862380;1226.61;1226.61;1226.61;;0.04;0.00
843926;C115_G3;;car;silver;1665262872560;1665262872600;1300.62;1300.62;1300.62;;0.04;0.00
843936;C115_G3;;car;black;1665262875580;1665262875620;1388.21;1388.21;1388.21;;0.04;0.00
844008;C115_G3;;car;blue;1665262912400;1665262912500;602.54;601.72;605.84;;0.10;0.00
844032;C115_G3;;car;silver;1665263308680;1665263309240;222.14;203.37;261.76;;0.56;0.38
844038;C115_G3;;car;black;1665262925240;1665262925320;929.44;928.71;929.68;;0.08;0.00
844051;C115_G3;;car;blue;1665262928160;1665262928420;316.50;316.50;316.50;;0.26;0.00
844096;C115_G3;;car;black;1665262955060;1665262955140;904.05;904.05;904.05;;0.08;0.00
844103;C115_G3;;car;silver;1665262960000;1665262960080;753.64;753.64;753.64;;0.08;0.00
844157;C115_G3;;car;black;1665262994220;1665262994300;854.60;854.60;854.60;;0.08;0.00
844162;C115_G3;;car;silver;1665262996600;1665262996660;810.30;810.30;810.30;;0.06;0.00
844217;C115_G3;;car;blue;1665263044000;1665263044100;559.49;559.49;559.49;;0.10;0.00
844229;C115_G3;;motorcycle;undefined;1665263051200;1665263051300;661.65;661.65;661.65;;0.10;0.00
844257;C115_G3;;car;blue;1665263076880;1665263077040;544.79;544.79;544.79;;0.16;0.00
844266;C115_G3;;car;silver;1665263086920;1665263086980;1119.62;1119.62;1119.62;;0.06;0.00
844272;C115_G3;;car;black;1665263089280;1665263089340;1158.79;1158.51;1159.34;;0.06;0.00
844333;C115_G3;;car;black;1665263118580;1665263118640;1350.23;1350.23;1350.23;;0.06;0.00
844388;C115_G3;;car;black;1665263146820;1665263146860;1261.13;1261.13;1261.13;;0.04;0.00
844405;C115_G3;;car;black;1665263169860;1665263169920;986.56;984.44;990.78;;0.06;0.00
844431;C115_G3;;car;blue;1665263192280;1665263192380;280.90;280.90;280.90;;0.10;0.00
844489;C115_G3;;car;silver;1665263221760;1665263221860;641.67;641.67;641.67;;0.10;0.00
844574;C115_G3;;car;silver;1665263269320;1665263269360;1295.20;1295.20;1295.20;;0.04;0.00
844611;C115_G3;;car;blue;1665263294880;1665263295060;312.71;312.71;312.71;;0.18;0.00
844616;C115_G3;;car;silver;1665263293840;1665263293900;1084.20;1084.20;1084.20;;0.06;0.00
844632;C115_G3;;car;silver;1665263396860;1665263396980;557.87;557.87;557.87;;0.12;0.00
844694;C115_G3;;car;blue;1665263388760;1665263388840;541.16;541.16;541.16;;0.08;0.00
844699;C115_G3;;car;silver;1665263391400;1665263391520;537.94;537.94;537.94;;0.12;0.00
844712;C115_G3;;car;white;1665263401420;1665263420300;267.07;234.16;353.45;;0.58;0.00
844812;C115_G3;;car;silver;1665263451800;1665263451860;1331.86;1331.86;1331.86;;0.06;0.00
844834;C115_G3;;car;silver;1665263458360;1665263458400;1107.83;1107.83;1107.83;;0.04;0.00
844861;C115_G3;;car;blue;1665263471040;1665263471220;670.08;670.08;670.08;;0.18;0.00
844866;C115_G3;;car;red;1665263478160;1665263478220;1125.49;1125.49;1125.49;;0.06;0.00
844869;C115_G3;;car;black;1665263479880;1665263479940;1124.45;1124.45;1124.45;;0.06;0.00
844874;C115_G3;;car;silver;1665263482060;1665263482120;1233.23;1233.23;1233.23;;0.06;0.00
844878;C115_G3;;car;blue;1665263483940;1665263483980;1274.28;1274.28;1274.28;;0.04;0.00
844928;C115_G3;;car;red;1665263520900;1665263521060;400.31;400.31;400.31;;0.16;0.00
844930;C115_G3;;car;silver;1665263555640;1665263555800;454.59;452.36;458.29;;0.16;0.00
844949;C115_G3;;car;black;1665263528640;1665263528680;1098.81;1098.81;1098.81;;0.04;0.00
844970;C115_G3;;car;black;1665263539580;1665263539660;643.23;643.23;643.23;;0.08;0.00
845074;C115_G3;;car;black;1665263581000;1665263581060;1037.00;1037.00;1037.00;;0.06;0.00
845083;C115_G3;;car;silver;1665263582420;1665263582480;1087.00;1087.00;1087.00;;0.06;0.00
845089;C115_G3;;car;blue;1665263583240;1665263583300;725.43;725.43;725.43;;0.06;0.00
845104;C115_G3;;car;silver;1665263586940;1665263587000;884.66;884.66;884.66;;0.06;0.00
